STA_SEQ,Station_ID_1,ADB_SegmentID,Station_Name,Proximity_Landmark,Municipality_Name,State_Name,SUB_BAS_SEQ_Name,YLat,XLong,LU_StationType_SEQ,textbox2
17829,6340,needs,NORTH LEADMINE BROOK,UPSTREAM OF HILL SIDE RD 50 M-  LOWER SITE,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.95822,-72.16402,River/Stream,Total Records: 6196
17830,6341,needs,NORTH LEADMINE BROOK,UPSTREAM OF HILL SIDE RD 50 M-  UPPER SITE,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.95822,-72.16402,River/Stream,Total Records: 6196
17831,6342,needs,"Bigelow Brook, Unnamed tributary to (""PAINE POND BROOK"")",STARTED 200M BeLOW PAINE POND,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.92816,-72.14753,River/Stream,Total Records: 6196
17832,6343,needs,"Bigelow Brook, Unnamed tributary to (""PAINE POND BROOK"")",STARTED 400M BELOW PAINE POND,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.92868,-72.14632,River/Stream,Total Records: 6196
17833,6344,needs,SOUTH LEADMINE BROOK,30M ABOVE CONFLUENCE WITH N. LEADMINE BK. LOWER SITE,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.9561,-72.16341,River/Stream,Total Records: 6196
17834,6345,needs,SOUTH LEADMINE BROOK,30M ABOVE CONFLUENCE WITH N. LEADMINE BK. UPPER SITE,ASHFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.9561,-72.16341,River/Stream,Total Records: 6196
17835,6355,CT3204-01_01,East Branch Stonehouse Brook,above marsh/pond on Pumpkin Hill Rd,CHAPLIN,Connecticut,3204 - Stonehouse Brook - Natchaug - Thames,41.82351,-72.12563,River/Stream,Total Records: 6196
17836,6555,needs,Moritz Brook,"behind Knoulton cemetery, at end of Karosi rd",ASHFORD,Connecticut,3205 - Squaw Hollow Brook - Natchaug - Thames,41.85198,-72.20278,River/Stream,Total Records: 6196
17837,6457,needs,Mount HOPE River,220M BELOW ATWOODVILLE BRIDGE,MANSFIELD,Connecticut,3206 - Mount Hope River - Natchaug - Thames,41.7824,-72.17508,River/Stream,Total Records: 6196
17838,6458,needs,Mount HOPE River,POOL UNDER ATWOODVILLE BRIDGE,MANSFIELD,Connecticut,3206 - Mount Hope River - Natchaug - Thames,41.7824,-72.17508,River/Stream,Total Records: 6196
17839,6553,needs,ENO BROOK,OFF LUSTIG RD DOWNSTREAM,WILLINGTON,Connecticut,3207 - Fenton River - Natchaug - Thames,41.9005,-72.21868,River/Stream,Total Records: 6196
17840,6339,needs,KIDDER BROOK,UPSTREAM FROM KIDDER BROOK RD,ASHFORD,Connecticut,3207 - Fenton River - Natchaug - Thames,41.90972,-72.21295,River/Stream,Total Records: 6196
17841,6554,needs,KIDDER BROOK,UPSTREAM OF TINKERVILLE RD,WILLINGTON,Connecticut,3207 - Fenton River - Natchaug - Thames,41.90942,-72.2186,River/Stream,Total Records: 6196
17842,6455,needs,"CONaNTVILLE BROOK, tributary to",DS OF MEADOWBROOK LANE,MANSFIELD,Connecticut,3208 - Sawmill Brook - Natchaug - Thames,41.7344,-72.2108,River/Stream,Total Records: 6196
17843,6459,needs,SAWMILL BROOK,UPSTREAM OF SPRINGHILL RD,MANSFIELD,Connecticut,3208 - Sawmill Brook - Natchaug - Thames,41.7719,-72.2317,River/Stream,Total Records: 6196
17844,6539,needs,SUNSET HILL BROOK,"60 M DS OF BUCKLET HILL ROAD, RT 200",THOMPSON,Connecticut,3300 - French River - French - Thames,41.9692,-71.8779,River/Stream,Total Records: 6196
17845,6437,needs,BARLEY BrooK,BELOW NORTH RD,KILLINGLY,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.8849,-71.8295,River/Stream,Total Records: 6196
17846,6536,needs,BRANDY BROOK,DOWNSTREAM OF Oleary RD,THOMPSON,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.9598,-71.8335,River/Stream,Total Records: 6196
17847,6441,needs,"Fivemile River, Tributary To",ASPINOOK/PUTNAM R - BELOW,KILLINGLY,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.8872,-71.8602,River/Stream,Total Records: 6196
17848,6537,needs,JANSON BROOK,"ABOUT 80M BELOW RD DOWNSTREAM, UPSTREAM IS A POND",THOMPSON,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.9807,-71.8347,River/Stream,Total Records: 6196
17849,6438,needs,KELLY BROOK,UPSTREAM OF SMALL POND TO 30M BELOW BREACHED SLIWOSKY POND,KILLINGLY,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.87992,-71.8318,River/Stream,Total Records: 6196
17850,6444,3400-15_XX,Kelly Brook,US OF YOSEMITE VALLEY RD,KILLINGLY,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.87213,-71.83594,River/Stream,Total Records: 6196
17851,6498,needs,Cady Brook,"E.PUTNAM RD, DS THROUGH BRIDGE POOL",PUTNAM,Connecticut,3403 - Cady Brook - Fivemile - Thames,41.90895,-71.81906,River/Stream,Total Records: 6196
17852,6499,CT3403-05_01,Shady Oak School House Brook,US KELLY RD crossing,KILLINGLY,Connecticut,3403 - Cady Brook - Fivemile - Thames,41.89866,-71.80928,River/Stream,Total Records: 6196
17853,6439,needs,MASHENTUCK BROOK,DS OF COOK HILL RD,KILLINGLY,Connecticut,3404 - Whetstone Brook - Fivemile - Thames,41.81786,-71.84377,River/Stream,Total Records: 6196
17854,6440,needs,"MASHENTUCK BrooK, tributary to",DS OF BURLINGAME RD,KILLINGLY,Connecticut,3404 - Whetstone Brook - Fivemile - Thames,41.8256,-71.83645,River/Stream,Total Records: 6196
17855,6240,Needs,Moosup River,upstream junction of north main and sterling road,STERLING,Connecticut,3500 - Moosup River - Moosup - Thames,41.70738,-71.829463,River/Stream,Total Records: 6196
17856,6534,needs,Vaughn Brook,DOWNSTREAM OF BAILY POND RD,STERLING,Connecticut,3500 - Moosup River - Moosup - Thames,41.66736,-71.80973,River/Stream,Total Records: 6196
17857,6535,needs,"Vaughn Brook, Tributary to",below Baily pond rd,STERLING,Connecticut,3500 - Moosup River - Moosup - Thames,41.66709,-71.8084,River/Stream,Total Records: 6196
17858,6442,needs,QUANDUCK BROOK,DS OF LEDGE RD,KILLINGLY,Connecticut,3501 - Quanduck Brook - Moosup - Thames,41.8168,-71.79495,River/Stream,Total Records: 6196
17859,6533,needs,QUANDUCK BROOK,"BELOW BOSS MARSH POND DAM, START IN POOL BELOW SAWMILL HILL RD.",STERLING,Connecticut,3501 - Quanduck Brook - Moosup - Thames,41.7719,-71.7961,River/Stream,Total Records: 6196
17860,6486,needs,SNAKE MEADOW BROOK,US of DEMERS RD,PLAINFIELD,Connecticut,3502 - Snake Meadow Brook - Moosup - Thames,41.7486,-71.852,River/Stream,Total Records: 6196
17861,6445,needs,WILCOX BROOK,US OF SNAKE MEADOW RD,KILLINGLY,Connecticut,3502 - Snake Meadow Brook - Moosup - Thames,41.7734,-71.8428,River/Stream,Total Records: 6196
17862,6487,needs,WOODS BROOK,50M US OF CONFLUENCE WITH SNAKE MEADOW BK,PLAINFIELD,Connecticut,3502 - Snake Meadow Brook - Moosup - Thames,41.7483,-71.8518,River/Stream,Total Records: 6196
17863,6488,needs,"WOOD BROOK, Unnamed tributary to",DS OF VALLEY VIEW RD,STERLING,Connecticut,3502 - Snake Meadow Brook - Moosup - Thames,41.751,-71.8348,River/Stream,Total Records: 6196
17865,6443,CT3700-00_04,Quinebaug River,700m above Quadock brk confuence,KILLINGLY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.77322,-71.90551,River/Stream,Total Records: 6196
17866,6567,needs,ENGLISH NEIGHBORHOOD BROOK,PARALLEL TO LYON HILL RD.,WOODSTOCK,Connecticut,3706 - English Neighborhood Brook - Quinebaug - Thames,41.998,-72.0221,River/Stream,Total Records: 6196
17867,6568,needs,ENGLISH NEIGHBORHOOD BROOK,"PARALLEL TO LYONS RD, 100M BELOW POND",WOODSTOCK,Connecticut,3706 - English Neighborhood Brook - Quinebaug - Thames,41.998,-72.0201,River/Stream,Total Records: 6196
17868,6569,needs,"ENGLISH NEIGHBORHOOD Brook, TRIButary to",UPSTREAM OF ENGLISH NEIGHBORHOOD RD.,WOODSTOCK,Connecticut,3706 - English Neighborhood Brook - Quinebaug - Thames,41.998,-72.0126,River/Stream,Total Records: 6196
17869,6572,needs,TAYLOR BROOK,DOWNSTREAM OF COUNTY RD.,WOODSTOCK,Connecticut,3707 - Mill Brook - Quinebaug - Thames,41.9648,-72.0159,River/Stream,Total Records: 6196
17870,6490,needs,"Wolf Den Brook, Tributary to",230m below site 19095,POMFRET,Connecticut,3710 - Mashamoquet Brook - Quinebaug - Thames,41.8454,-71.96726,River/Stream,Total Records: 6196
17871,6350,needs,"SANDY BROOK, TRIButary to",upstream of Elliot Rd state forest,BROOKLYN,Connecticut,3711 - Blackwell Brook - Quinebaug - Thames,41.81095,-71.99006,River/Stream,Total Records: 6196
17872,6351,needs,STONY BROOK,BELOW RTE 6,BROOKLYN,Connecticut,3711 - Blackwell Brook - Quinebaug - Thames,41.78272,-71.97655,River/Stream,Total Records: 6196
17873,6485,needs,MILL BROOK,KATE DOWNING RD,PLAINFIELD,Connecticut,3713 - Mill Brook - Quinebaug - Thames,41.6501,-71.9151,River/Stream,Total Records: 6196
17874,6352,needs,DARBY BROOK,50M DOWNSTREAM OF TRIP HOLLOW RD,CANTERBURY,Connecticut,3714 - Kitt Brook - Quinebaug - Thames,41.74,-71.9882,River/Stream,Total Records: 6196
17875,6353,needs,"KITT BROOK, tributary to",NORTH SOCIETY RD,CANTERBURY,Connecticut,3714 - Kitt Brook - Quinebaug - Thames,41.7424,-71.9947,River/Stream,Total Records: 6196
17876,6492,needs,AYERS BROOK,UPSTREAM FROM RTE 164,PRESTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.56029,-71.9693,River/Stream,Total Records: 6196
17877,6494,needs,FOLLY WORKS BROOK,OFF RTE 165 UPSTREAM OF ROAD,PRESTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.53133,-71.96023,River/Stream,Total Records: 6196
17878,6480,needs,MILLER BROOK,BELOW POND NORTHWEST RD,NORTH STONINGTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.50336,-71.91346,River/Stream,Total Records: 6196
17879,6481,needs,"MILLER BROOK, Tributary to",Below Miller Rd,NORTH STONINGTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.50396,-71.91045,River/Stream,Total Records: 6196
17880,6497,needs,"MILLER BROOK, Tributary to",OFF BRAND RD,PRESTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.53484,-71.92444,River/Stream,Total Records: 6196
17881,6483,needs,HUNTERS BROOK,DOWNSTREAM OF HUNTERS RD,NORWICH,Connecticut,3800 - Shetucket River - Shetucket - Thames,41.5603,-72.0598,River/Stream,Total Records: 6196
17882,6420,needs,Hampton Brook,along Kenyon Rd by house #72,HAMPTON,Connecticut,3805 - Little River - Shetucket - Thames,41.80681,-72.06169,River/Stream,Total Records: 6196
17883,6421,needs,Little River,downstream of Kenyon Rd,HAMPTON,Connecticut,3805 - Little River - Shetucket - Thames,41.82007,-72.05616,River/Stream,Total Records: 6196
17884,6422,needs,"Little River, tributary to",off Lewis Rd between two ponds,HAMPTON,Connecticut,3805 - Little River - Shetucket - Thames,41.82415,-72.03941,River/Stream,Total Records: 6196
17885,6423,needs,"Little River, tributary to",off rte 97,HAMPTON,Connecticut,3805 - Little River - Shetucket - Thames,41.794,-72.06149,River/Stream,Total Records: 6196
17886,6448,needs,Goshen Brook,above Church st,LEBANON,Connecticut,3900 - Yantic River - Yantic - Thames,41.59696,-72.23739,River/Stream,Total Records: 6196
17887,6446,needs,EXETER BROOK,BELOW RT 207,LEBANON,Connecticut,3901 - Exeter Brook - Yantic - Thames,41.61907,-72.266,River/Stream,Total Records: 6196
17888,6449,needs,HINKLEY BROOK,DOWNSTREAM OF GOSHEN RD,LEBANON,Connecticut,3905 - Pease Brook - Yantic - Thames,41.61301,-72.22835,River/Stream,Total Records: 6196
17889,6450,needs,"Pease Brook, Tributary to",in middle of woods of Hoxie Road,LEBANON,Connecticut,3905 - Pease Brook - Yantic - Thames,41.59803,-72.18934,River/Stream,Total Records: 6196
17890,6556,needs,STILES BROOK,FROM CONFLUENCE WITH FENTON RIVER,WILLINGTON,Connecticut,3207 - Fenton River - Natchaug - Thames,41.903977,-72.228455,River/Stream,Total Records: 6196
17891,6502,needs,dividend brook,100 m upstream brook street crossing,ROCKY HILL,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.64556,-72.65501,River/Stream,Total Records: 6196
17892,6214,Needs,Grape Brook,at end of Francis Ave US confluence with Waterworks Brook,ENFIELD,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,42.01016,-72.59986,River/Stream,Total Records: 6196
17893,6460,needs,Hubbard Brook,Hubbard Brook at Aircraft Road,MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.529,-72.565,River/Stream,Total Records: 6196
17894,6461,needs,Hubbard Pond Outlet,"Parallel to Bear Hill Rd , half kilometer to the power lines",MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.529,-72.576,River/Stream,Total Records: 6196
17895,6399,needs,Hydes Brook,Downstream of Kibbe Road,ELLINGTON,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.922764,-72.452192,River/Stream,Total Records: 6196
17896,6557,needs,KETTLE BROOK,DOWNSTREAM OF WEST STREET,WINDSOR LOCKS,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.92865,-72.63931,River/Stream,Total Records: 6196
17897,6558,needs,KETTLE BROOK,SPRING PARK,WINDSOR LOCKS,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.9298,-72.65515,River/Stream,Total Records: 6196
17898,6559,needs,KETTLE BROOK TRIB,SPRING PARK BELOW PONDS,WINDSOR LOCKS,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.930223,-72.655439,River/Stream,Total Records: 6196
17899,6561,needs,KETTLE BROOK,VOLUNTEER RD,WINDSOR LOCKS,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.92922,-72.64669,River/Stream,Total Records: 6196
17900,6562,needs,KETTLE BROOK,WEST ROAD START 100M DS,WINDSOR LOCKS,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.92854,-72.63917,River/Stream,Total Records: 6196
17901,6563,needs,KETTLE CREEK,RIVER RD,WESTON,Connecticut,7200 - Saugatuck River - Saugatuck - Southwest Coast,41.18771,-73.3693,River/Stream,Total Records: 6196
17902,6382,needs,MINE BrooK,Above Gadpouch road,EAST HAMPTON,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.57796,-72.54991,River/Stream,Total Records: 6196
17903,6383,needs,MINE BROOK,UPSTREAM OF Gadpouch RD CROSSING UP TO STATE PARK POND DAM,EAST HAMPTON,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.5782,-72.5498,River/Stream,Total Records: 6196
17904,6463,needs,RESERVOIR BROOK,"NORTH BARTHOLEMEW RD, US OF BOW LN",MIDDLETOWN,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.54987,-72.6176,River/Stream,Total Records: 6196
17905,6491,needs,ERROR - DELETE STATION,Use 17002,PORTLAND,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.6193,-72.5525,River/Stream,Total Records: 6196
17906,6404,needs,WATERWORKS BROOK,US OF RR TRACKS UP TO CT RIVER,ENFIELD,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,42.01143,-72.60092,River/Stream,Total Records: 6196
17907,6212,Needs,Freshwater Brook,100 meters below condo comples Bradley Circle and Fox Hill lane,ENFIELD,Connecticut,4003 - Freshwater Brook - Connecticut Main Stem - Connecticut,41.99603,-72.56754,River/Stream,Total Records: 6196
17908,6216,Needs,Podunk River,DS Main Street,SOUTH WINDSOR,Connecticut,4004 - Podunk River - Connecticut Main Stem - Connecticut,41.80296,-72.62818,River/Stream,Total Records: 6196
17909,6384,needs,PORTER BROOK,"ROUTE 2, 20 FT FROM BRIDGE, WENT UPSTREAM 50M, BACKPACK CLICKING ON AND OFF. RIG",EAST HARTFORD,Connecticut,4006 - Salmon Brook - Connecticut Main Stem - Connecticut,41.7309,-72.6188,River/Stream,Total Records: 6196
17910,6385,needs,"PORTER BROOK, tributary to","NEXT TO TEMPLE BETH, 50M US BEFORE RD CROSSING",EAST HARTFORD,Connecticut,4006 - Salmon Brook - Connecticut Main Stem - Connecticut,41.7497,-72.5766,River/Stream,Total Records: 6196
17911,6454,needs,"PORTER BROOK, tributary to","MILLER BROOK ROAD, BEGAN AT BOX CULVERT, 50 M US",MANCHESTER,Connecticut,4006 - Salmon Brook - Connecticut Main Stem - Connecticut,41.7438,-72.5621,River/Stream,Total Records: 6196
17912,6412,needs,"SALMON BROOK, tributary to",DIRT ROAD OFF SPRING ROAD EXT.15M DS MAKESHIFT STREAM CROSSING UP TO CULVERT OUT,GLASTONBURY,Connecticut,4006 - Salmon Brook - Connecticut Main Stem - Connecticut,41.7208,-72.5968,River/Stream,Total Records: 6196
17913,6409,needs,DARK HOLLOW BrooK,Downstream of Rte 2. approximately 100m,GLASTONBURY,Connecticut,4008 - Cold Brook - Connecticut Main Stem - Connecticut,41.66187,-72.52627,River/Stream,Total Records: 6196
17914,6410,needs,DARK HOLLOW BrooK,"Parallel to Rte. 2, end of state access rd., end of Dickenson",GLASTONBURY,Connecticut,4008 - Cold Brook - Connecticut Main Stem - Connecticut,41.65746,-72.51613,River/Stream,Total Records: 6196
17915,6411,needs,"DARK HOLLOW Brook, TRIButary to",Below bridge site,GLASTONBURY,Connecticut,4008 - Cold Brook - Connecticut Main Stem - Connecticut,41.65474,-72.51697,River/Stream,Total Records: 6196
17916,6503,needs,"Goff Brook, Tributary to", Parallel to I-91 and silas dean highway,ROCKY HILL,Connecticut,4010 - Goff Brook - Connecticut Main Stem - Connecticut,41.67879,-72.65443,River/Stream,Total Records: 6196
17917,6408,needs,Buck Brook,Upper site above Del Reeves road,PORTLAND,Connecticut,4011 - Reservoir Brook - Connecticut Main Stem - Connecticut,41.62632,-72.55744,River/Stream,Total Records: 6196
17918,6462,needs,LONG HILL BROOK,POINSETTIA ST,MIDDLETOWN,Connecticut,4013 - Sumner Brook - Connecticut Main Stem - Connecticut,41.53697,-72.65932,River/Stream,Total Records: 6196
17919,6464,needs,SUMNER BROOK,Summer Brook at Columbus Park,MIDDLETOWN,Connecticut,4013 - Sumner Brook - Connecticut Main Stem - Connecticut,41.558,-72.644,River/Stream,Total Records: 6196
17920,6413,needs,BIBLE ROCK BROOK,POOL DOWNSTREAM OF BRIDGE ON BOULDER DELL RD,HADDAM,Connecticut,4014 - Higganum Creek - Connecticut Main Stem - Connecticut,41.50387,-72.57289,River/Stream,Total Records: 6196
17921,6414,needs,CANDLEWOOD HILL BROOK,SCOVIL RD,HADDAM,Connecticut,4014 - Higganum Creek - Connecticut Main Stem - Connecticut,41.49314,-72.56977,River/Stream,Total Records: 6196
17922,6415,needs,"PONSET BROOK, Tributary to",89 MCTIGH RD,HADDAM,Connecticut,4014 - Higganum Creek - Connecticut Main Stem - Connecticut,41.44676,-72.57847,River/Stream,Total Records: 6196
17923,6319,Needs,Peckham Brook,behind 100 Paine District Road,WOODSTOCK,Connecticut,3708 - Little River - Quinebaug - Thames,41.977079,-71.962917,River/Stream,Total Records: 6196
17924,6217,Needs,Rockadundee Brook,60 M DS Rockydundee Road,STAFFORD,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.03146,-72.38596,River/Stream,Total Records: 6196
17926,6532,needs,"ROCKADUNDEE BROOK, tributary to",BELOW (SOUTH) OF ROCKY DUNDEE RD,STAFFORD,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.03037,-72.39016,River/Stream,Total Records: 6196
17927,6199,Needs,Scantic River,200 feet downstream Somers STP effluent discharge pipe,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.9812,-72.4937,River/Stream,Total Records: 6196
17928,6218,Needs,Scantic River,US Route 190 US Gulf Stream,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.98688,-72.47378,River/Stream,Total Records: 6196
17929,6219,Needs,Scantic River,300 Meters US Connecticut River behind fields off Ferry lane,SOUTH WINDSOR,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.8611,-72.61557,River/Stream,Total Records: 6196
17930,6223,Needs,Scantic River - DUP OF 17573?,Between Route 191 and Broad Brook at Old USGS gage location,EAST WINDSOR,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.91122,-72.5642,River/Stream,Total Records: 6196
17931,6402,needs,Buckhorn Brook,UPSTREAM OF TOWN FARM RD,ENFIELD,Connecticut,4205 - Buckhorn Brook - Scantic - Connecticut,41.9587,-72.5307,River/Stream,Total Records: 6196
17932,6220,Needs,Schanade Brook,Opposite 528 Turnpike road,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.01353,-72.4452,River/Stream,Total Records: 6196
17933,6524,needs,SCHANADE BROOK,DOWNSTREAM OF ROSE HAYVEN RD,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0091,-72.4397,River/Stream,Total Records: 6196
17934,6525,needs,SPRING BROOK,DOWNSTREAM OF SCITICO RD,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.9789,-72.4952,River/Stream,Total Records: 6196
17935,6221,Needs,Spring Glen Brook,at powerlines 75 M US confluence with Scantic River,EAST WINDSOR,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.89927,-72.57056,River/Stream,Total Records: 6196
17936,6403,needs,TERRY BROOK,"DS OF DRIVEWAY TO ""BUILDING 17""",ENFIELD,Connecticut,4200 - Scantic River - Scantic - Connecticut,41.98326,-72.5211,River/Stream,Total Records: 6196
17937,6222,Needs,Thrasher Brook,at Route 83 (Turnpike Road) ,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0195,-72.44913,River/Stream,Total Records: 6196
17938,6526,needs,THRASHER BROOK,UPSTREAM OLD HAMpdeN ROAD,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0268,-72.4241,River/Stream,Total Records: 6196
17939,6527,needs,"THRASHER BROOK, tributary to",PARALLEL TO STAFFORD RD. HALFWAY BETWEEN ISACC AND HAMPTON ROADS,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0316,-72.4386,River/Stream,Total Records: 6196
17940,6528,needs,WRIGHTS BROOK,UPSTREAM GEORGE WOOD RD,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0058,-72.4924,River/Stream,Total Records: 6196
17941,6529,needs,WRIGHTS BROOK,WINWOOD CIRCLE,SOMERS,Connecticut,4200 - Scantic River - Scantic - Connecticut,42.0009,-72.491,River/Stream,Total Records: 6196
17942,6358,needs,Gillette Brook,upstream of Clark Road,COLCHESTER,Connecticut,4703 - Meadow Brook - Salmon - Connecticut,41.552606,-72.36072,River/Stream,Total Records: 6196
17943,6447,needs,Gillette Brook,Above Randolf Rd,LEBANON,Connecticut,4202 - Gillettes Brook - Scantic - Connecticut,41.58141,-72.22632,River/Stream,Total Records: 6196
17944,6517,needs,"GILLETTES BROOK, tributary to",125 DS OF ROAD DILLENBACK,SOMERS,Connecticut,4202 - Gillettes Brook - Scantic - Connecticut,42.0143,-72.4038,River/Stream,Total Records: 6196
17945,6520,needs,GULF STREAM,UPSTREAM OF GULF ST ROAD,SOMERS,Connecticut,4203 - Gulf Stream - Scantic - Connecticut,41.97917,-72.4201,River/Stream,Total Records: 6196
17946,6215,Needs,Lievre Brook,At Colorado Drive DS Route 190,SOMERS,Connecticut,4203 - Gulf Stream - Scantic - Connecticut,41.98173,-72.41149,River/Stream,Total Records: 6196
17947,6521,needs,LIEVRE BROOK,"50M BELOW RD CROSSING RT 190, END AT METAL POLE BEFORE TWO STREAMS ENTER",SOMERS,Connecticut,4203 - Gulf Stream - Scantic - Connecticut,41.9816,-72.41199,River/Stream,Total Records: 6196
17948,6523,needs,lievre Brook,FROM GULF BROOK CONFLUENCE,SOMERS,Connecticut,4203 - Gulf Stream - Scantic - Connecticut,41.97903,-72.41911,River/Stream,Total Records: 6196
17949,6523,needs,lievre Brook - Dup of 17948?,FROM GULF BROOK CONFLUENCE,SOMERS,Connecticut,4203 - Gulf Stream - Scantic - Connecticut,41.97906,-72.41975,River/Stream,Total Records: 6196
17950,6210,Needs,Abbey Brook,at end of Harness Drive just above Somersville Pond,SOMERS,Connecticut,4204 - Abbey Brook - Scantic - Connecticut,41.98093,-72.47472,River/Stream,Total Records: 6196
17951,6514,needs,ABBEY BROOK,BELOW EGYPT RD,SOMERS,Connecticut,4204 - Abbey Brook - Scantic - Connecticut,41.9552,-72.46058,River/Stream,Total Records: 6196
17952,6515,needs,"ABBEY BROOK, tributary to",FIELD RD,SOMERS,Connecticut,4204 - Abbey Brook - Scantic - Connecticut,41.9695,-72.4541,River/Stream,Total Records: 6196
17953,6211,CT4206-00_01,Broad Brook,Upstream Scantic River DS Route 191,EAST WINDSOR,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.91365,-72.55633,River/Stream,Total Records: 6196
17954,6397,needs,Broad Brook,off Sykes Road just south of SSF,ELLINGTON,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.93669,-72.45062,River/Stream,Total Records: 6196
17955,6398,needs,BROAD BROOK,UPSTREAM OF HATHEWAY RD,ELLINGTON,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.91539,-72.48455,River/Stream,Total Records: 6196
17956,6400,needs,Kimballs Brook,upstream of Route 83,ELLINGTON,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.914,-72.453,River/Stream,Total Records: 6196
17957,6401,needs,Muddy Brook,50 m north of Muddy brook road,ELLINGTON,Connecticut,4206 - Broad Brook - Scantic - Connecticut,41.917,-72.481,River/Stream,Total Records: 6196
17958,6362,needs,"COLEBROOK RESERVOIR, TRIButary to",25M BELOW CULVERT TO 25M ABOVE. DOWNED TREE TO BIG BOULDER POOL,COLEBROOK,Connecticut,4300 - Farmington River - Farmington - Connecticut,42.02659,-73.03384,River/Stream,Total Records: 6196
17959,6363,needs,"COLEBROOK RESERVOIR, TRIButary to",BEECH HILL RD THROUGH WOODS TO STREAM,COLEBROOK,Connecticut,4300 - Farmington River - Farmington - Connecticut,42.01743,-73.06062,River/Stream,Total Records: 6196
17960,6424,needs,"HARTLAND POND, TRIButary to",DOWNSTREAM 40M FROM POND HILL ROAD,HARTLAND,Connecticut,4300 - Farmington River - Farmington - Connecticut,42.02005,-73.00395,River/Stream,Total Records: 6196
17961,6547,needs,"HOWELLS POND, TRIButary to",10M ABOVE HOWELLS POND TO LOG JAM 25M UPSTREAM,HARTLAND,Connecticut,4300 - Farmington River - Farmington - Connecticut,42.0254,-72.99072,River/Stream,Total Records: 6196
17962,6542,needs,"Still River, Tributary to",OFF MACHUGA ROAD,TORRINGTON,Connecticut,4303 - Still River - Farmington - Connecticut,41.85639,-73.08889,River/Stream,Total Records: 6196
17963,6471,needs,"DOOLITTLE LAKE BROOK (""Brumagin Brook"")",SITE ENDED 50M DOWNSTREAM OF ROAD CROSSING,NORFOLK,Connecticut,4304 - Sandy Brook - Farmington - Connecticut,42.01928,-73.15151,River/Stream,Total Records: 6196
