STA_SEQ,Field_Accession,Field_Activity_Date,SampleYr,Pass_Count,Reach_Length,Reach_Length_UOM,OTU,IsStocked,SumOfResult_Value,FishPer100M,Use
15794,21306,19-Jul-10,2010,1,155,m,Oncorhynchus mykiss,TRUE,2,1.290322581,1
15794,21306,19-Jul-10,2010,1,155,m,Perca flavescens,FALSE,1,0.64516129,1
15794,21306,19-Jul-10,2010,1,155,m,Rhinichthys atratulus,FALSE,86,55.48387097,1
15794,21306,19-Jul-10,2010,1,155,m,Rhinichthys cataractae,FALSE,82,52.90322581,1
15794,21306,19-Jul-10,2010,1,155,m,Salmo salar,TRUE,102,65.80645161,1
15794,21306,19-Jul-10,2010,1,155,m,Salmo trutta,TRUE,3,1.935483871,1
15794,21306,19-Jul-10,2010,1,155,m,Salmo trutta,FALSE,18,11.61290323,1
15794,21306,19-Jul-10,2010,1,155,m,Salvelinus fontinalis,FALSE,1,0.64516129,1
15796,10630,22-Jun-07,2007,1,100,m,Anguilla rostrata,FALSE,4,4,1
15796,10630,22-Jun-07,2007,1,100,m,Cyprinidae,FALSE,3,3,1
15796,10630,22-Jun-07,2007,1,100,m,Esox niger,FALSE,2,2,1
15796,10630,22-Jun-07,2007,1,100,m,Etheostoma fusiforme,FALSE,1,1,1
15796,10630,22-Jun-07,2007,1,100,m,Etheostoma olmstedi,FALSE,5,5,1
15796,10630,22-Jun-07,2007,1,100,m,Rhinichthys cataractae,FALSE,10,10,1
15796,10630,22-Jun-07,2007,1,100,m,Salvelinus fontinalis,FALSE,6,6,1
15796,19540,14-Jul-93,1993,1,77,m,Anguilla rostrata,FALSE,26,33.76623377,1
15796,19540,14-Jul-93,1993,1,77,m,Esox americanus,FALSE,14,18.18181818,1
15796,19540,14-Jul-93,1993,1,77,m,Esox niger,FALSE,3,3.896103896,1
15796,19540,14-Jul-93,1993,1,77,m,Etheostoma olmstedi,FALSE,26,33.76623377,1
15796,19540,14-Jul-93,1993,1,77,m,Notemigonus crysoleucas,FALSE,6,7.792207792,1
15796,19540,14-Jul-93,1993,1,77,m,Rhinichthys cataractae,FALSE,61,79.22077922,1
15796,19540,14-Jul-93,1993,1,77,m,Salvelinus fontinalis,FALSE,24,31.16883117,1
15796,2013030_lf-FISH,2-Jul-13,2013,1,82,m,Anguilla rostrata,FALSE,7,8.536585366,1
15796,2013030_lf-FISH,2-Jul-13,2013,1,82,m,Catostomus commersonii,FALSE,1,1.219512195,1
15796,2013030_lf-FISH,2-Jul-13,2013,1,82,m,Etheostoma olmstedi,FALSE,5,6.097560976,1
15796,2013030_lf-FISH,2-Jul-13,2013,1,82,m,Rhinichthys cataractae,FALSE,7,8.536585366,1
15796,2013030_lf-FISH,2-Jul-13,2013,1,82,m,Salvelinus fontinalis,FALSE,7,8.536585366,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Anguilla rostrata,FALSE,1,0.869565217,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Catostomus commersonii,FALSE,2,1.739130435,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Cyprinidae,FALSE,3,2.608695652,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Erimyzon oblongus,FALSE,1,0.869565217,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Etheostoma fusiforme,FALSE,3,2.608695652,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Etheostoma olmstedi,FALSE,5,4.347826087,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Rhinichthys cataractae,FALSE,4,3.47826087,1
15796,2015003_FISH,3-Jun-15,2015,1,115,m,Salvelinus fontinalis,FALSE,11,9.565217391,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Ameiurus nebulosus,FALSE,1,1,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Anguilla rostrata,FALSE,10,10,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Esox americanus,FALSE,12,12,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Etheostoma olmstedi,FALSE,16,16,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Rhinichthys cataractae,FALSE,9,9,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Salvelinus fontinalis,FALSE,11,11,1
15796,2018010_FISH,21-Jun-18,2018,1,100,m,Semotilus corporalis,FALSE,4,4,1
15796,20929,30-Jun-10,2010,1,158,m,Anguilla rostrata,FALSE,16,10.12658228,1
15796,20929,30-Jun-10,2010,1,158,m,Catostomus commersonii,FALSE,3,1.898734177,1
15796,20929,30-Jun-10,2010,1,158,m,Enneacanthus obesus,FALSE,1,0.632911392,1
15796,20929,30-Jun-10,2010,1,158,m,Esox americanus,FALSE,12,7.594936709,1
15796,20929,30-Jun-10,2010,1,158,m,Esox niger,FALSE,1,0.632911392,1
15796,20929,30-Jun-10,2010,1,158,m,Etheostoma fusiforme,FALSE,4,2.53164557,1
15796,20929,30-Jun-10,2010,1,158,m,Etheostoma olmstedi,FALSE,21,13.29113924,1
15796,20929,30-Jun-10,2010,1,158,m,Rhinichthys cataractae,FALSE,11,6.962025316,1
15796,20929,30-Jun-10,2010,1,158,m,Salmo trutta,TRUE,1,0.632911392,1
15796,20929,30-Jun-10,2010,1,158,m,Salvelinus fontinalis,FALSE,7,4.430379747,1
15796,25149,1-Jul-11,2011,1,147,m,Anguilla rostrata,FALSE,9,6.12244898,1
15796,25149,1-Jul-11,2011,1,147,m,Esox americanus,FALSE,5,3.401360544,1
15796,25149,1-Jul-11,2011,1,147,m,Etheostoma olmstedi,FALSE,3,2.040816327,1
15796,25149,1-Jul-11,2011,1,147,m,Rhinichthys cataractae,FALSE,8,5.442176871,1
15796,25149,1-Jul-11,2011,1,147,m,Salmo trutta,TRUE,1,0.680272109,1
15796,25149,1-Jul-11,2011,1,147,m,Salvelinus fontinalis,TRUE,2,1.360544218,1
15796,25149,1-Jul-11,2011,1,147,m,Salvelinus fontinalis,FALSE,13,8.843537415,1
15796,25149,1-Jul-11,2011,1,147,m,Semotilus corporalis,FALSE,9,6.12244898,1
15839,2013526_FISH,12-Jul-13,2013,1,150,m,Osteichthyes,FALSE,0,0,1
15839,2014502_FISH,12-Jun-14,2014,1,150,m,Osteichthyes,FALSE,0,0,1
15839,2015600_FISH,18-Jun-15,2015,1,150,m,Salmo trutta,FALSE,4,2.666666667,1
15839,2016713_FISH,15-Aug-16,2016,1,150,m,Rhinichthys atratulus,FALSE,7,4.666666667,1
15839,2016713_FISH,15-Aug-16,2016,1,150,m,Salmo trutta,FALSE,10,6.666666667,1
15839,2016713_FISH,15-Aug-16,2016,1,150,m,Salvelinus fontinalis,FALSE,1,0.666666667,1
15839,2017756_FISH,30-Jun-17,2017,1,150,m,Rhinichthys atratulus,FALSE,17,11.33333333,1
15839,2017756_FISH,30-Jun-17,2017,1,150,m,Salmo trutta,FALSE,1,0.666666667,1
15839,2017756_FISH,30-Jun-17,2017,1,150,m,Salvelinus fontinalis,FALSE,49,32.66666667,1
15855,19080,16-Jul-90,1990,1,150,m,Ameiurus nebulosus,FALSE,3,2,1
15855,19080,16-Jul-90,1990,1,150,m,Anguilla rostrata,FALSE,15,10,1
15855,19080,16-Jul-90,1990,1,150,m,Catostomus commersonii,FALSE,20,13.33333333,1
15855,19080,16-Jul-90,1990,1,150,m,Esox americanus,FALSE,1,0.666666667,1
15855,19080,16-Jul-90,1990,1,150,m,Etheostoma olmstedi,FALSE,9,6,1
15855,19080,16-Jul-90,1990,1,150,m,Lepomis macrochirus,FALSE,1,0.666666667,1
15855,19080,16-Jul-90,1990,1,150,m,Rhinichthys atratulus,FALSE,53,35.33333333,1
15855,19080,16-Jul-90,1990,1,150,m,Rhinichthys cataractae,FALSE,14,9.333333333,1
15855,19080,16-Jul-90,1990,1,150,m,Salmo trutta,TRUE,4,2.666666667,1
15855,19080,16-Jul-90,1990,1,150,m,Salmo trutta,FALSE,18,12,1
15855,19080,16-Jul-90,1990,1,150,m,Salvelinus fontinalis,TRUE,5,3.333333333,1
15855,19080,16-Jul-90,1990,1,150,m,Salvelinus fontinalis,FALSE,26,17.33333333,1
15855,19080,16-Jul-90,1990,1,150,m,Semotilus corporalis,FALSE,8,5.333333333,1
15855,8513,11-Jul-06,2006,1,150,m,Anguilla rostrata,FALSE,6,4,1
15855,8513,11-Jul-06,2006,1,150,m,Catostomus commersonii,FALSE,29,19.33333333,1
15855,8513,11-Jul-06,2006,1,150,m,Esox americanus,FALSE,23,15.33333333,1
15855,8513,11-Jul-06,2006,1,150,m,Etheostoma olmstedi,FALSE,10,6.666666667,1
15855,8513,11-Jul-06,2006,1,150,m,Micropterus salmoides,FALSE,2,1.333333333,1
15855,8513,11-Jul-06,2006,1,150,m,Oncorhynchus mykiss,TRUE,1,0.666666667,1
15855,8513,11-Jul-06,2006,1,150,m,Rhinichthys atratulus,FALSE,1,0.666666667,1
15855,8513,11-Jul-06,2006,1,150,m,Salmo trutta,TRUE,5,3.333333333,1
15855,8513,11-Jul-06,2006,1,150,m,Salmo trutta,FALSE,17,11.33333333,1
15855,8513,11-Jul-06,2006,1,150,m,Salvelinus fontinalis,FALSE,1,0.666666667,1
15855,8513,11-Jul-06,2006,1,150,m,Semotilus corporalis,FALSE,13,8.666666667,1
15964,12729,17-Jun-08,2008,1,135,m,Anguilla rostrata,FALSE,1,0.740740741,1
15964,12729,17-Jun-08,2008,1,135,m,Catostomus commersonii,FALSE,19,14.07407407,1
15964,12729,17-Jun-08,2008,1,135,m,Cottus cognatus,FALSE,173,128.1481481,1
15964,12729,17-Jun-08,2008,1,135,m,Rhinichthys atratulus,FALSE,2,1.481481481,1
15964,12729,17-Jun-08,2008,1,135,m,Salmo trutta,FALSE,33,24.44444444,1
15964,12729,17-Jun-08,2008,1,135,m,Salvelinus fontinalis,FALSE,67,49.62962963,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Catostomus commersonii,FALSE,35,33.01886792,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Cottus cognatus,FALSE,31,29.24528302,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Lepomis macrochirus,FALSE,1,0.943396226,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Rhinichthys atratulus,FALSE,86,81.13207547,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Salmo trutta,FALSE,7,6.603773585,1
15964,2017038_FISH,21-Jul-17,2017,1,106,m,Salvelinus fontinalis,FALSE,55,51.88679245,1
15964,20495,11-Jun-10,2010,1,85,m,Catostomus commersonii,FALSE,11,12.94117647,1
15964,20495,11-Jun-10,2010,1,85,m,Cottus cognatus,FALSE,84,98.82352941,1
15964,20495,11-Jun-10,2010,1,85,m,Salmo trutta,FALSE,33,38.82352941,1
15964,20495,11-Jun-10,2010,1,85,m,Salvelinus fontinalis,FALSE,63,74.11764706,1
15964,8693,21-Jul-06,2006,1,135,m,Anguilla rostrata,FALSE,2,1.481481481,1
15964,8693,21-Jul-06,2006,1,135,m,Catostomus commersonii,FALSE,37,27.40740741,1
15964,8693,21-Jul-06,2006,1,135,m,Cottus cognatus,FALSE,76,56.2962963,1
15964,8693,21-Jul-06,2006,1,135,m,Rhinichthys atratulus,FALSE,3,2.222222222,1
15964,8693,21-Jul-06,2006,1,135,m,Salmo trutta,FALSE,78,57.77777778,1
15964,8693,21-Jul-06,2006,1,135,m,Salvelinus fontinalis,FALSE,83,61.48148148,1
15990,2014035_FISH,2-Jul-14,2014,1,114.8,m,Esox niger,FALSE,1,0.871080139,1
15990,2014035_FISH,2-Jul-14,2014,1,114.8,m,Salvelinus fontinalis,FALSE,25,21.77700348,1
15990,8595,13-Jul-06,2006,1,110,m,Esox niger,FALSE,2,1.818181818,1
15990,8595,13-Jul-06,2006,1,110,m,Salvelinus fontinalis,FALSE,12,10.90909091,1
15991,18874,14-Jul-88,1988,1,100,m,Ameiurus nebulosus,FALSE,3,3,1
15991,18874,14-Jul-88,1988,1,100,m,Anguilla rostrata,FALSE,6,6,1
15991,18874,14-Jul-88,1988,1,100,m,Catostomus commersonii,FALSE,109,109,1
15991,18874,14-Jul-88,1988,1,100,m,Etheostoma olmstedi,FALSE,103,103,1
15991,18874,14-Jul-88,1988,1,100,m,Lepomis gibbosus,FALSE,3,3,1
15991,18874,14-Jul-88,1988,1,100,m,Lepomis macrochirus,FALSE,3,3,1
15991,18874,14-Jul-88,1988,1,100,m,Notemigonus crysoleucas,FALSE,68,68,1
15991,18874,14-Jul-88,1988,1,100,m,Rhinichthys atratulus,FALSE,114,114,1
15991,18874,14-Jul-88,1988,1,100,m,Salmo trutta,FALSE,2,2,1
15991,18874,14-Jul-88,1988,1,100,m,Salvelinus fontinalis,FALSE,28,28,1
15991,18874,14-Jul-88,1988,1,100,m,Semotilus corporalis,FALSE,29,29,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Catostomus commersonii,FALSE,59,60.20408163,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Esox americanus,FALSE,2,2.040816327,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Etheostoma olmstedi,FALSE,8,8.163265306,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Rhinichthys atratulus,FALSE,4,4.081632653,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Salvelinus fontinalis,TRUE,1,1.020408163,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Salvelinus fontinalis,FALSE,77,78.57142857,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Semotilus atromaculatus,FALSE,6,6.12244898,1
15991,2015647_FISH,9-Jul-15,2015,1,98,m,Semotilus corporalis,FALSE,42,42.85714286,1
15991,26771,14-Jun-12,2012,1,100,m,Catostomus commersonii,FALSE,6,6,1
15991,26771,14-Jun-12,2012,1,100,m,Cottus cognatus,FALSE,5,5,1
15991,26771,14-Jun-12,2012,1,100,m,Etheostoma olmstedi,FALSE,7,7,1
15991,26771,14-Jun-12,2012,1,100,m,Lepomis gibbosus,FALSE,6,6,1
15991,26771,14-Jun-12,2012,1,100,m,Lepomis macrochirus,FALSE,1,1,1
15991,26771,14-Jun-12,2012,1,100,m,Oncorhynchus mykiss,TRUE,1,1,1
15991,26771,14-Jun-12,2012,1,100,m,Rhinichthys atratulus,FALSE,21,21,1
15991,26771,14-Jun-12,2012,1,100,m,Salvelinus fontinalis,FALSE,40,40,1
15991,26771,14-Jun-12,2012,1,100,m,Semotilus corporalis,FALSE,12,12,1
15991,8607,14-Jul-06,2006,1,148,m,Anguilla rostrata,FALSE,1,0.675675676,1
15991,8607,14-Jul-06,2006,1,148,m,Catostomus commersonii,FALSE,14,9.459459459,1
15991,8607,14-Jul-06,2006,1,148,m,Cottus cognatus,FALSE,3,2.027027027,1
15991,8607,14-Jul-06,2006,1,148,m,Etheostoma olmstedi,FALSE,7,4.72972973,1
15991,8607,14-Jul-06,2006,1,148,m,Lepomis gibbosus,FALSE,4,2.702702703,1
15991,8607,14-Jul-06,2006,1,148,m,Oncorhynchus mykiss,TRUE,1,0.675675676,1
15991,8607,14-Jul-06,2006,1,148,m,Rhinichthys atratulus,FALSE,16,10.81081081,1
15991,8607,14-Jul-06,2006,1,148,m,Salmo trutta,TRUE,6,4.054054054,1
15991,8607,14-Jul-06,2006,1,148,m,Salmo trutta,FALSE,1,0.675675676,1
15991,8607,14-Jul-06,2006,1,148,m,Salvelinus fontinalis,TRUE,3,2.027027027,1
15991,8607,14-Jul-06,2006,1,148,m,Salvelinus fontinalis,FALSE,16,10.81081081,1
15991,8607,14-Jul-06,2006,1,148,m,Semotilus corporalis,FALSE,7,4.72972973,1
15998,19267,27-Aug-91,1991,1,105,m,Ameiurus nebulosus,FALSE,1,0.952380952,1
15998,19267,27-Aug-91,1991,1,105,m,Catostomus commersonii,FALSE,6,5.714285714,1
15998,19267,27-Aug-91,1991,1,105,m,Lepomis cyanellus,FALSE,14,13.33333333,1
15998,19267,27-Aug-91,1991,1,105,m,Lepomis gibbosus,FALSE,2,1.904761905,1
15998,19267,27-Aug-91,1991,1,105,m,Micropterus salmoides,FALSE,2,1.904761905,1
15998,19267,27-Aug-91,1991,1,105,m,Oncorhynchus mykiss,TRUE,1,0.952380952,1
15998,19267,27-Aug-91,1991,1,105,m,Rhinichthys atratulus,FALSE,4,3.80952381,1
15998,19267,27-Aug-91,1991,1,105,m,Salmo trutta,TRUE,2,1.904761905,1
15998,19267,27-Aug-91,1991,1,105,m,Salmo trutta,FALSE,121,115.2380952,1
15998,19267,27-Aug-91,1991,1,105,m,Salvelinus fontinalis,FALSE,56,53.33333333,1
15998,25339,29-Jul-11,2011,1,100,m,Ameiurus nebulosus,FALSE,3,3,1
15998,25339,29-Jul-11,2011,1,100,m,Catostomus commersonii,FALSE,7,7,1
15998,25339,29-Jul-11,2011,1,100,m,Lepomis auritus,FALSE,2,2,1
15998,25339,29-Jul-11,2011,1,100,m,Lepomis cyanellus,FALSE,1,1,1
15998,25339,29-Jul-11,2011,1,100,m,Lepomis gibbosus,FALSE,4,4,1
15998,25339,29-Jul-11,2011,1,100,m,Rhinichthys atratulus,FALSE,20,20,1
15998,25339,29-Jul-11,2011,1,100,m,Salmo trutta,FALSE,8,8,1
15998,25339,29-Jul-11,2011,1,100,m,Salvelinus fontinalis,FALSE,7,7,1
15998,25339,29-Jul-11,2011,1,100,m,Semotilus atromaculatus,FALSE,25,25,1
15998,8682,20-Jul-06,2006,1,89,m,Catostomus commersonii,FALSE,3,3.370786517,1
15998,8682,20-Jul-06,2006,1,89,m,Lepomis cyanellus,FALSE,1,1.123595506,1
15998,8682,20-Jul-06,2006,1,89,m,Lepomis gibbosus,FALSE,7,7.865168539,1
15998,8682,20-Jul-06,2006,1,89,m,Lepomis macrochirus,FALSE,8,8.988764045,1
15998,8682,20-Jul-06,2006,1,89,m,Micropterus salmoides,FALSE,2,2.247191011,1
15998,8682,20-Jul-06,2006,1,89,m,Salmo trutta,FALSE,39,43.82022472,1
15998,8682,20-Jul-06,2006,1,89,m,Salvelinus fontinalis,FALSE,24,26.96629213,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Catostomus commersonii,FALSE,2,1.538461538,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Cyprinidae,FALSE,1,0.769230769,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Lepomis gibbosus,FALSE,1,0.769230769,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Rhinichthys atratulus,FALSE,40,30.76923077,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Salmo trutta,FALSE,6,4.615384615,1
16015,2014047_FISH,10-Jul-14,2014,1,130,m,Salvelinus fontinalis,FALSE,14,10.76923077,1
16015,26191,1-Aug-07,2007,1,86,m,Ameiurus nebulosus,FALSE,2,2.325581395,1
16015,26191,1-Aug-07,2007,1,86,m,Catostomus commersonii,FALSE,29,33.72093023,1
16015,26191,1-Aug-07,2007,1,86,m,Lepomis cyanellus,FALSE,10,11.62790698,1
16015,26191,1-Aug-07,2007,1,86,m,Lepomis gibbosus,FALSE,5,5.813953488,1
16015,26191,1-Aug-07,2007,1,86,m,Luxilus cornutus,FALSE,5,5.813953488,1
16015,26191,1-Aug-07,2007,1,86,m,Micropterus salmoides,FALSE,13,15.11627907,1
16015,26191,1-Aug-07,2007,1,86,m,Rhinichthys atratulus,FALSE,39,45.34883721,1
16015,26191,1-Aug-07,2007,1,86,m,Salvelinus fontinalis,FALSE,5,5.813953488,1
16015,26191,1-Aug-07,2007,1,86,m,Semotilus corporalis,FALSE,79,91.86046512,1
16015,8817,31-Jul-06,2006,1,100,m,Catostomus commersonii,FALSE,3,3,1
16015,8817,31-Jul-06,2006,1,100,m,Rhinichthys atratulus,FALSE,57,57,1
16015,8817,31-Jul-06,2006,1,100,m,Salvelinus fontinalis,FALSE,7,7,1
16015,8817,31-Jul-06,2006,1,100,m,Semotilus corporalis,FALSE,1,1,1
16046,10002,22-Sep-06,2006,1,142,m,Ameiurus nebulosus,FALSE,2,1.408450704,1
16046,10002,22-Sep-06,2006,1,142,m,Catostomus commersonii,FALSE,21,14.78873239,1
16046,10002,22-Sep-06,2006,1,142,m,Rhinichthys atratulus,FALSE,60,42.25352113,1
16046,10002,22-Sep-06,2006,1,142,m,Salmo trutta,FALSE,4,2.816901408,1
16046,10002,22-Sep-06,2006,1,142,m,Salvelinus fontinalis,FALSE,49,34.50704225,1
16046,2015741_FISH,18-Sep-15,2015,1,80,m,Catostomus commersonii,FALSE,41,51.25,1
16046,2015741_FISH,18-Sep-15,2015,1,80,m,Rhinichthys atratulus,FALSE,49,61.25,1
16046,2015741_FISH,18-Sep-15,2015,1,80,m,Salvelinus fontinalis,FALSE,81,101.25,1
16046,26386,28-Jun-10,2010,1,75,m,Catostomus commersonii,FALSE,16,21.33333333,1
16046,26386,28-Jun-10,2010,1,75,m,Rhinichthys atratulus,FALSE,81,108,1
16046,26386,28-Jun-10,2010,1,75,m,Salvelinus fontinalis,FALSE,137,182.6666667,1
16072,11240,2-Aug-07,2007,1,104,m,Anguilla rostrata,FALSE,3,2.884615385,1
16072,11240,2-Aug-07,2007,1,104,m,Catostomus commersonii,FALSE,1,0.961538462,1
16072,11240,2-Aug-07,2007,1,104,m,Esox niger,FALSE,13,12.5,1
16072,11240,2-Aug-07,2007,1,104,m,Etheostoma olmstedi,FALSE,3,2.884615385,1
16072,11240,2-Aug-07,2007,1,104,m,Lepomis gibbosus,FALSE,1,0.961538462,1
16072,11240,2-Aug-07,2007,1,104,m,Micropterus salmoides,FALSE,2,1.923076923,1
16072,11240,2-Aug-07,2007,1,104,m,Rhinichthys atratulus,FALSE,28,26.92307692,1
16072,11240,2-Aug-07,2007,1,104,m,Rhinichthys cataractae,FALSE,14,13.46153846,1
16072,11240,2-Aug-07,2007,1,104,m,Salmo trutta,FALSE,1,0.961538462,1
16072,11240,2-Aug-07,2007,1,104,m,Salvelinus fontinalis,FALSE,26,25,1
16072,11240,2-Aug-07,2007,1,104,m,Semotilus corporalis,FALSE,34,32.69230769,1
16072,21442,23-Jul-10,2010,1,175,m,Anguilla rostrata,FALSE,2,1.142857143,1
16072,21442,23-Jul-10,2010,1,175,m,Catostomus commersonii,FALSE,1,0.571428571,1
16072,21442,23-Jul-10,2010,1,175,m,Etheostoma olmstedi,FALSE,3,1.714285714,1
16072,21442,23-Jul-10,2010,1,175,m,Lepomis macrochirus,FALSE,1,0.571428571,1
16072,21442,23-Jul-10,2010,1,175,m,Luxilus cornutus,FALSE,16,9.142857143,1
16072,21442,23-Jul-10,2010,1,175,m,Micropterus salmoides,FALSE,1,0.571428571,1
16072,21442,23-Jul-10,2010,1,175,m,Rhinichthys atratulus,FALSE,71,40.57142857,1
16072,21442,23-Jul-10,2010,1,175,m,Rhinichthys cataractae,FALSE,41,23.42857143,1
16072,21442,23-Jul-10,2010,1,175,m,Salmo trutta,FALSE,5,2.857142857,1
16072,21442,23-Jul-10,2010,1,175,m,Salvelinus fontinalis,FALSE,9,5.142857143,1
16072,21442,23-Jul-10,2010,1,175,m,Semotilus corporalis,FALSE,1,0.571428571,1
16078,11222,30-Jul-07,2007,1,120,m,Rhinichthys atratulus,FALSE,13,10.83333333,1
16078,11222,30-Jul-07,2007,1,120,m,Salmo trutta,FALSE,1,0.833333333,1
16078,11222,30-Jul-07,2007,1,120,m,Salvelinus fontinalis,FALSE,17,14.16666667,1
16078,25012,2-Jun-11,2011,1,125,m,Rhinichthys atratulus,FALSE,5,4,1
16078,25012,2-Jun-11,2011,1,125,m,Salmo trutta,FALSE,7,5.6,1
16078,25012,2-Jun-11,2011,1,125,m,Salvelinus fontinalis,FALSE,30,24,1
16079,10631,22-Jun-07,2007,1,150,m,Anguilla rostrata,FALSE,1,0.666666667,1
16079,10631,22-Jun-07,2007,1,150,m,Catostomus commersonii,FALSE,2,1.333333333,1
16079,10631,22-Jun-07,2007,1,150,m,Esox americanus,FALSE,1,0.666666667,1
16079,10631,22-Jun-07,2007,1,150,m,Etheostoma olmstedi,FALSE,3,2,1
16079,10631,22-Jun-07,2007,1,150,m,Rhinichthys cataractae,FALSE,28,18.66666667,1
16079,10631,22-Jun-07,2007,1,150,m,Salmo trutta,TRUE,1,0.666666667,1
16079,10631,22-Jun-07,2007,1,150,m,Salvelinus fontinalis,FALSE,20,13.33333333,1
16079,10631,22-Jun-07,2007,1,150,m,Semotilus corporalis,FALSE,5,3.333333333,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Anguilla rostrata,FALSE,7,6.862745098,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Catostomus commersonii,FALSE,1,0.980392157,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Esox americanus,FALSE,1,0.980392157,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Etheostoma olmstedi,FALSE,1,0.980392157,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Lepomis macrochirus,FALSE,1,0.980392157,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Rhinichthys cataractae,FALSE,17,16.66666667,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Salvelinus fontinalis,FALSE,41,40.19607843,1
16079,2013029_lf-FISH,2-Jul-13,2013,1,102,m,Semotilus corporalis,FALSE,1,0.980392157,1
16080,10753,29-Jun-07,2007,1,150,m,Notemigonus crysoleucas,FALSE,1,0.666666667,1
16080,10753,29-Jun-07,2007,1,150,m,Rhinichthys atratulus,FALSE,41,27.33333333,1
16080,10753,29-Jun-07,2007,1,150,m,Salmo salar,TRUE,110,73.33333333,1
16080,10753,29-Jun-07,2007,1,150,m,Salvelinus fontinalis,FALSE,28,18.66666667,1
16080,2017012_FISH,16-Jun-17,2017,1,184,m,Lepomis macrochirus,FALSE,2,1.086956522,1
16080,2017012_FISH,16-Jun-17,2017,1,184,m,Rhinichthys atratulus,FALSE,217,117.9347826,1
16080,2017012_FISH,16-Jun-17,2017,1,184,m,Salvelinus fontinalis,FALSE,19,10.32608696,1
16080,26767,14-Jun-12,2012,1,110,m,Lepomis gibbosus,FALSE,4,3.636363636,1
16080,26767,14-Jun-12,2012,1,110,m,Rhinichthys atratulus,FALSE,33,30,1
16080,26767,14-Jun-12,2012,1,110,m,Salmo salar,TRUE,71,64.54545455,1
16080,26767,14-Jun-12,2012,1,110,m,Salmo trutta,FALSE,2,1.818181818,1
16080,26767,14-Jun-12,2012,1,110,m,Salvelinus fontinalis,FALSE,54,49.09090909,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Ambloplites rupestris,FALSE,3,2.803738318,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Catostomus commersonii,FALSE,9,8.411214953,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Cottus cognatus,FALSE,22,20.56074766,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Etheostoma olmstedi,FALSE,2,1.869158879,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Lepomis gibbosus,FALSE,2,1.869158879,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Lepomis macrochirus,FALSE,7,6.542056075,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Luxilus cornutus,FALSE,56,52.3364486,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Rhinichthys atratulus,FALSE,132,123.364486,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Rhinichthys cataractae,FALSE,14,13.08411215,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Salmo salar,FALSE,23,21.4953271,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Salmo trutta,FALSE,1,0.934579439,1
16089,2017030_FISH,11-Jul-17,2017,1,107,m,Salvelinus fontinalis,FALSE,7,6.542056075,1
