staSeq,locationName,Sample_Year,YearGrp,SumOfABUNDANCE,LAB_ID,CTDEEP LabID,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,TaxonNameCurrent,WQXTaxonName,VisitNum,BCG_Attribute,CTTempOptimaAvg,RegionalTempOptimaClass,RelAbund
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Optioservus ovalis,A,1,06-Oct-17,Optioservus ovalis,Optioservus ovalis,7955.02-15_10_6_2017_1_First,4,4.666666667,Cool,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Optioservus trivittatus,A,2,06-Oct-17,Optioservus trivittatus,Optioservus trivittatus,7955.02-15_10_6_2017_1_First,4,4.666666667,Cool,0.007782101
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Orthocladiinae,L,1,06-Oct-17,Orthocladiinae,Orthocladiinae,7955.02-15_10_6_2017_1_First,4,,,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Orthocladius (Euorthocladius),L,1,06-Oct-17,Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),7955.02-15_10_6_2017_1_First,4,4.666666667,Cool,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius,A,7,06-Oct-17,Oulimnius,Oulimnius,7955.02-15_10_6_2017_1_First,3,5,Cold,0.027237354
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius,L,1,06-Oct-17,Oulimnius,Oulimnius,7955.02-15_10_6_2017_1_First,3,5,Cold,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Paragnetina immarginata,L,5,06-Oct-17,Paragnetina immarginata,Paragnetina immarginata,7955.02-15_10_6_2017_1_First,3,4.333333333,Cool,0.019455253
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Paraleptophlebia,L,35,06-Oct-17,Paraleptophlebia,Paraleptophlebia,7955.02-15_10_6_2017_1_First,2,3,Cold,0.13618677
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Parametriocnemus,L,1,06-Oct-17,Parametriocnemus,Parametriocnemus,7955.02-15_10_6_2017_1_First,4,5,Cool,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Perlodidae,L,7,06-Oct-17,Perlodidae,Perlodidae,7955.02-15_10_6_2017_1_First,2,,,0.027237354
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Polypedilum aviceps,L,29,06-Oct-17,Polypedilum aviceps,Polypedilum aviceps,7955.02-15_10_6_2017_1_First,4,5.333333333,Cool,0.112840467
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Psephenus herricki,L,13,06-Oct-17,Psephenus herricki,Psephenus herricki,7955.02-15_10_6_2017_1_First,3,4.666666667,Warm,0.050583658
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Rheotanytarsus exiguus group,L,2,06-Oct-17,Rheotanytarsus exiguus group,Rheotanytarsus exiguus group,7955.02-15_10_6_2017_1_First,4,6,Warm,0.007782101
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Rheotanytarsus pellucidus group,L,2,06-Oct-17,Rheotanytarsus pellucidus group,Rheotanytarsus,7955.02-15_10_6_2017_1_First,4,,,0.007782101
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila,L,4,06-Oct-17,Rhyacophila,Rhyacophila,7955.02-15_10_6_2017_1_First,3,,,0.015564202
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila acutiloba,L,1,06-Oct-17,Rhyacophila acutiloba,Rhyacophila acutiloba,7955.02-15_10_6_2017_1_First,3,,Cold,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila fuscula,L,1,06-Oct-17,Rhyacophila fuscula,Rhyacophila fuscula,7955.02-15_10_6_2017_1_First,3,4,Cold,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Sweltsa,L,3,06-Oct-17,Sweltsa,Sweltsa,7955.02-15_10_6_2017_1_First,3,3.666666667,Cold,0.011673152
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Sympotthastia,L,1,06-Oct-17,Sympotthastia,Sympotthastia,7955.02-15_10_6_2017_1_First,,,,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Taeniopteryx,L,1,06-Oct-17,Taeniopteryx,Taeniopteryx,7955.02-15_10_6_2017_1_First,3,1.666666667,Cold,0.003891051
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Teloganopsis deficiens,L,2,06-Oct-17,Teloganopsis deficiens,Teloganopsis deficiens,7955.02-15_10_6_2017_1_First,3,4,Warm,0.007782101
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Thienemanniella,L,3,06-Oct-17,Thienemanniella,Thienemanniella,7955.02-15_10_6_2017_1_First,4,7.333333333,Cool,0.011673152
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Thienemannimyia group,L,3,06-Oct-17,Thienemannimyia group,Thienemannimyia group,7955.02-15_10_6_2017_1_First,4,4.333333333,Cool,0.011673152
15240,Hubbard Brook,2017,6,257,7955.02-15,17-B-015,1,Riffle,KN2M2,First,EcoAnalysts,Tvetenia bavarica group,P,1,06-Oct-17,Tvetenia bavarica group,Tvetenia bavarica group,7955.02-15_10_6_2017_1_First,4,6,Cool,0.003891051
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Acentrella turbida,L,1,02-Oct-18,Acentrella turbida,Acentrella turbida,7955.4-9_10_2_2018_1_First,4,5,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria abnormis,L,1,02-Oct-18,Acroneuria abnormis,Acroneuria abnormis,7955.4-9_10_2_2018_1_First,3,4,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria carolinensis,L,2,02-Oct-18,Acroneuria carolinensis,Acroneuria carolinensis,7955.4-9_10_2_2018_1_First,3,4,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria lycorias,L,1,02-Oct-18,Acroneuria lycorias,Acroneuria lycorias,7955.4-9_10_2_2018_1_First,3,4,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Acroneuria sp.,L,1,02-Oct-18,Acroneuria,Acroneuria,7955.4-9_10_2_2018_1_First,3,4,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Antocha sp.,L,1,02-Oct-18,Antocha,Antocha,7955.4-9_10_2_2018_1_First,5,5.666666667,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Apatania sp.,L,7,02-Oct-18,Apatania,Apatania,7955.4-9_10_2_2018_1_First,3,1.666666667,Cold,0.032110092
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Baetis flavistriga,L,3,02-Oct-18,Baetis flavistriga,Baetis flavistriga,7955.4-9_10_2_2018_1_First,4,7.666666667,Warm,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Baetis intercalaris,L,1,02-Oct-18,Baetis intercalaris,Baetis intercalaris,7955.4-9_10_2_2018_1_First,4,7.333333333,Warm,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Baetis pluto,L,1,02-Oct-18,Baetis pluto,Baetis pluto,7955.4-9_10_2_2018_1_First,4,6,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Baetis tricaudatus,L,3,02-Oct-18,Baetis tricaudatus,Baetis tricaudatus,7955.4-9_10_2_2018_1_First,4,6.333333333,Cold,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Boyeria grafiana,L,2,02-Oct-18,Boyeria grafiana,Boyeria grafiana,7955.4-9_10_2_2018_1_First,4,6,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Ceraclea sp.,L,2,02-Oct-18,Ceraclea,Ceraclea,7955.4-9_10_2_2018_1_First,2,,Warm,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Ceratopogoninae,L,2,02-Oct-18,Ceratopogoninae,Ceratopogoninae,7955.4-9_10_2_2018_1_First,3,2,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche sp.,L,7,02-Oct-18,Cheumatopsyche,Cheumatopsyche,7955.4-9_10_2_2018_1_First,5,5.666666667,Cool,0.032110092
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Cricotopus/Orthocladius sp.,L,1,02-Oct-18,Cricotopus/Orthocladius,Cricotopus/Orthocladius,7955.4-9_10_2_2018_1_First,,,Cold,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Diplectrona modesta,L,8,02-Oct-18,Diplectrona modesta,Diplectrona modesta,7955.4-9_10_2_2018_1_First,3,3,Cold,0.036697248
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Dolophilodes sp.,L,6,02-Oct-18,Dolophilodes,Dolophilodes,7955.4-9_10_2_2018_1_First,3,3.666666667,Cool,0.027522936
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Ectopria sp.,L,1,02-Oct-18,Ectopria,Ectopria,7955.4-9_10_2_2018_1_First,3,4,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Epeorus sp.,L,10,02-Oct-18,Epeorus,Epeorus,7955.4-9_10_2_2018_1_First,2,2.666666667,Cool,0.04587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Ephemerella sp.,L,8,02-Oct-18,Ephemerella,Ephemerella,7955.4-9_10_2_2018_1_First,3,4.333333333,Cold,0.036697248
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Eurylophella funeralis,L,1,02-Oct-18,Eurylophella funeralis,Eurylophella funeralis,7955.4-9_10_2_2018_1_First,4,3,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Heptageniidae,L,1,02-Oct-18,Heptageniidae,Heptageniidae,7955.4-9_10_2_2018_1_First,,,,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Hexatoma sp.,L,2,02-Oct-18,Hexatoma,Hexatoma,7955.4-9_10_2_2018_1_First,2,2.333333333,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Hydropsyche slossonae,L,4,02-Oct-18,Ceratopsyche slossonae,Ceratopsyche slossonae,7955.4-9_10_2_2018_1_First,5,,Cool,0.018348624
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Hydropsyche sp.,L,8,02-Oct-18,Hydropsyche,Hydropsyche,7955.4-9_10_2_2018_1_First,5,,,0.036697248
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Hydropsyche sparna,L,8,02-Oct-18,Ceratopsyche sparna,Ceratopsyche sparna,7955.4-9_10_2_2018_1_First,5,4.666666667,Cool,0.036697248
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Hydropsychidae,L,2,02-Oct-18,Hydropsychidae,Hydropsychidae,7955.4-9_10_2_2018_1_First,,,,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Isonychia sp.,L,1,02-Oct-18,Isonychia,Isonychia,7955.4-9_10_2_2018_1_First,3,4.666666667,Warm,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Lepidostoma sp.,L,12,02-Oct-18,Lepidostoma,Lepidostoma,7955.4-9_10_2_2018_1_First,2,3.333333333,Cold,0.055045872
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Leptophlebiidae,L,26,02-Oct-18,Leptophlebiidae,Leptophlebiidae,7955.4-9_10_2_2018_1_First,2,3,Cold,0.119266055
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Leucrocuta sp.,L,9,02-Oct-18,Leucrocuta,Leucrocuta,7955.4-9_10_2_2018_1_First,2,3.333333333,Warm,0.041284404
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Lumbriculidae,NA,10,02-Oct-18,Lumbriculidae,Lumbriculidae,7955.4-9_10_2_2018_1_First,4,5.333333333,Cool,0.04587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Maccaffertium sp.,L,2,02-Oct-18,Maccaffertium,Maccaffertium,7955.4-9_10_2_2018_1_First,4,5.333333333,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Micrasema sp.,L,2,02-Oct-18,Micrasema,Micrasema,7955.4-9_10_2_2018_1_First,3,4.666666667,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Neoleptophlebia sp.,L,1,02-Oct-18,Neoleptophlebia,Neoleptophlebia sp.,7955.4-9_10_2_2018_1_First,2,3,Cold,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Neostempellina sp.,L,1,02-Oct-18,Neostempellina,Neostempellina,7955.4-9_10_2_2018_1_First,,,Cold,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Neozavrelia sp.,L,1,02-Oct-18,Neozavrelia,Neozavrelia,7955.4-9_10_2_2018_1_First,,,,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Nigronia serricornis,L,3,02-Oct-18,Nigronia serricornis,Nigronia serricornis,7955.4-9_10_2_2018_1_First,3,4.333333333,Cool,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Orthocladius sp.,P,1,02-Oct-18,Orthocladius,Orthocladius,7955.4-9_10_2_2018_1_First,4,4.666666667,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius sp.,A,2,02-Oct-18,Oulimnius,Oulimnius,7955.4-9_10_2_2018_1_First,3,5,Cold,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Oulimnius sp.,L,2,02-Oct-18,Oulimnius,Oulimnius,7955.4-9_10_2_2018_1_First,3,5,Cold,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Paracapnia sp.,L,3,02-Oct-18,Paracapnia,Paracapnia,7955.4-9_10_2_2018_1_First,3,1.333333333,Cold,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Parachaetocladius sp.,L,2,02-Oct-18,Parachaetocladius,Parachaetocladius,7955.4-9_10_2_2018_1_First,3,5.333333333,Cold,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Paragnetina immarginata,L,2,02-Oct-18,Paragnetina immarginata,Paragnetina immarginata,7955.4-9_10_2_2018_1_First,3,4.333333333,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Parametriocnemus sp.,L,1,02-Oct-18,Parametriocnemus,Parametriocnemus,7955.4-9_10_2_2018_1_First,4,5,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Paratanytarsus longistilus,L,3,02-Oct-18,Paratanytarsus longistilus,Paratanytarsus longistilus,7955.4-9_10_2_2018_1_First,4,,Warm,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Perlodidae,L,3,02-Oct-18,Perlodidae,Perlodidae,7955.4-9_10_2_2018_1_First,2,,,0.013761468
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Pisidium sp.,NA,1,02-Oct-18,Pisidium,Pisidium,7955.4-9_10_2_2018_1_First,4,,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Plauditus sp.,L,1,02-Oct-18,Plauditus,Plauditus,7955.4-9_10_2_2018_1_First,3,7,Warm,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Polypedilum flavum,L,6,02-Oct-18,Polypedilum flavum,Polypedilum flavum,7955.4-9_10_2_2018_1_First,4,6.666666667,Warm,0.027522936
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Promoresia tardella,L,1,02-Oct-18,Promoresia tardella,Promoresia tardella,7955.4-9_10_2_2018_1_First,3,5,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Prostoma sp.,NA,2,02-Oct-18,Prostoma,Prostoma,7955.4-9_10_2_2018_1_First,4,5,Warm,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Psephenus herricki,L,10,02-Oct-18,Psephenus herricki,Psephenus herricki,7955.4-9_10_2_2018_1_First,3,4.666666667,Warm,0.04587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila fuscula,L,2,02-Oct-18,Rhyacophila fuscula,Rhyacophila fuscula,7955.4-9_10_2_2018_1_First,3,4,Cold,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila minora,L,1,02-Oct-18,Rhyacophila minora,Rhyacophila minora,7955.4-9_10_2_2018_1_First,3,3.666666667,Cold,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Rhyacophila sp.,L,1,02-Oct-18,Rhyacophila,Rhyacophila,7955.4-9_10_2_2018_1_First,3,,,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Sialis sp.,L,1,02-Oct-18,Sialis,Sialis,7955.4-9_10_2_2018_1_First,3,1,Cool,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Simulium sp.,L,2,02-Oct-18,Simulium,Simulium,7955.4-9_10_2_2018_1_First,5,6,Cool,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Sphaeriidae,NA,1,02-Oct-18,Pisidiidae,Pisidiidae,7955.4-9_10_2_2018_1_First,4,,,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Sweltsa sp.,L,2,02-Oct-18,Sweltsa,Sweltsa,7955.4-9_10_2_2018_1_First,3,3.666666667,Cold,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Taeniopterygidae,L,2,02-Oct-18,Taeniopterygidae,Taeniopterygidae,7955.4-9_10_2_2018_1_First,3,,,0.009174312
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Teloganopsis deficiens,L,1,02-Oct-18,Teloganopsis deficiens,Teloganopsis deficiens,7955.4-9_10_2_2018_1_First,3,4,Warm,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Turbellaria,NA,1,02-Oct-18,Turbellaria,Platyhelminthes,7955.4-9_10_2_2018_1_First,4,6.666666667,Warm,0.004587156
15240,Hubbard Brook,2018,6,218,7955.4-9,18-B-008,1,Riffle,KN2M2,First,EcoAnalysts,Tvetenia bavarica gr.,L,1,02-Oct-18,Tvetenia bavarica group,Tvetenia bavarica group,7955.4-9_10_2_2018_1_First,4,6,Cool,0.004587156
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,8,24-Sep-07,Acroneuria abnormis,,,3,4,Cool,0.041884817
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Amnicola limosa,A,1,24-Sep-07,Amnicola limosus,,,5,6.666666667,Warm,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Anchytarsus bicolor,L,1,24-Sep-07,Anchytarsus bicolor,,,3,4.333333333,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Bezzia group,L,1,24-Sep-07,Bezzia group,,,3,2,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Ceratopsyche morosa,L,1,24-Sep-07,Ceratopsyche morosa,,,5,5,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Ceratopsyche sparna,L,3,24-Sep-07,Ceratopsyche sparna,,,5,4.666666667,Cool,0.015706806
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Cheumatopsyche,L,25,24-Sep-07,Cheumatopsyche,,,5,5.666666667,Cool,0.130890052
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Chimarra aterrima,L,11,24-Sep-07,Chimarra aterrima,,,4,5.333333333,Cool,0.057591623
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Dicranota,L,1,24-Sep-07,Dicranota,,,3,3,Cold,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Dolophilodes,L,6,24-Sep-07,Dolophilodes,,,3,3.666666667,Cool,0.031413613
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Ectopria,L,1,24-Sep-07,Ectopria,,,3,4,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Ephemerella,L,10,24-Sep-07,Eurylophella,,,4,3,Cool,0.052356021
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Hemerodromia,L,2,24-Sep-07,Hemerodromia,,,5,6,Cool,0.010471204
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Hexatoma,L,1,24-Sep-07,Hexatoma,,,2,2.333333333,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Hydropsyche,L,24,24-Sep-07,Ceratopsyche,,,5,,,0.12565445
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Hydropsyche betteni,L,15,24-Sep-07,Hydropsyche betteni,,,5,5.333333333,Cool,0.078534031
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Isonychia,L,4,24-Sep-07,Isonychia,,,3,4.666666667,Warm,0.020942408
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Lanthus,L,2,24-Sep-07,Lanthus,,,3,,Cold,0.010471204
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Maccaffertium,L,8,24-Sep-07,Maccaffertium,,,4,5.333333333,Cool,0.041884817
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,15,24-Sep-07,Maccaffertium modestum group,,,4,5.333333333,Cool,0.078534031
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Maccaffertium vicarium,L,3,24-Sep-07,Maccaffertium vicarium,,,4,5.333333333,Cool,0.015706806
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Nanocladius,L,1,24-Sep-07,Nanocladius,,,3,3.666666667,Cool,0.005235602
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Nigronia serricornis,L,15,24-Sep-07,Nigronia serricornis,,,3,4.333333333,Cool,0.078534031
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Ophiogomphus,L,8,24-Sep-07,Ophiogomphus,,,2,4,Cool,0.041884817
15312,Beaver Brook,2007,4,191,11958,07-B-052,1,Riffle,KN2M2,First,,Optioservus ovalis,A,3,24-Sep-07,Optioservus ovalis,,,4,4.666666667,Cool,0.015706806
