"","STA_SEQ","Station_Name","Sample_Date","SampYr","BCG_Attribute","SensitiveEPT","OTU","x"
"5439",14442,"Sandy Brook","11/4/2005",2005,4,0,"Optioservus",1
"5440",14720,"Green Fall River","9/18/2006",2006,4,0,"Optioservus",3
"5441",14314,"Natchaug River","9/20/2006",2006,4,0,"Optioservus",7
"5442",14441,"Salmon River","9/20/2006",2006,4,0,"Optioservus",2
"5443",14247,"Hollenbeck River","9/21/2006",2006,4,0,"Optioservus",26
"5444",14442,"Sandy Brook","9/21/2006",2006,4,0,"Optioservus",4
"5445",16139,"Brown Brook","10/9/2007",2007,4,0,"Optioservus",4
"5446",14442,"Sandy Brook","10/9/2007",2007,4,0,"Optioservus",2
"5447",16112,"Hemlock Valley Brook","9/18/2007",2007,4,0,"Optioservus",4
"5448",16124,"Flat Brook","9/21/2007",2007,4,0,"Optioservus",4
"5449",14314,"Natchaug River","9/21/2007",2007,4,0,"Optioservus",15
"5450",15176,"Natchaug River","9/21/2007",2007,4,0,"Optioservus",20
"5451",14584,"Roaring Brook","9/21/2007",2007,4,0,"Optioservus",5
"5452",16114,"Rugg Brook","9/21/2007",2007,4,0,"Optioservus",2
"5453",15312,"Beaver Brook","9/24/2007",2007,4,0,"Optioservus",3
"5454",16127,"Jakes Brook","9/24/2007",2007,4,0,"Optioservus",2
"5455",14441,"Salmon River","9/24/2007",2007,4,0,"Optioservus",16
"5456",16143,"Little River","9/25/2007",2007,4,0,"Optioservus",9
"5457",16143,"Little River","10/2/2008",2008,4,0,"Optioservus",7
"5458",14470,"Tankerhoosen River","10/6/2008",2008,4,0,"Optioservus",16
"5459",14720,"Green Fall River","9/15/2008",2008,4,0,"Optioservus",3
"5460",14842,"Indian Meadow Brook","9/17/2008",2008,4,0,"Optioservus",2
"5461",14442,"Sandy Brook","9/17/2008",2008,4,0,"Optioservus",3
"5462",14314,"Natchaug River","9/22/2008",2008,4,0,"Optioservus",37
"5463",15176,"Natchaug River","9/22/2008",2008,4,0,"Optioservus",12
"5464",14441,"Salmon River","9/23/2008",2008,4,0,"Optioservus",26
"5465",15312,"Beaver Brook","9/24/2008",2008,4,0,"Optioservus",17
"5466",15020,"Eightmile River","9/24/2008",2008,4,0,"Optioservus",10
"5467",16139,"Brown Brook","9/25/2008",2008,4,0,"Optioservus",9
"5468",14247,"Hollenbeck River","9/25/2008",2008,4,0,"Optioservus",61
"5469",14442,"Sandy Brook","10/1/2009",2009,4,0,"Optioservus",2
"5470",16139,"Brown Brook","10/13/2009",2009,4,0,"Optioservus",1
"5471",14221,"Hammonasset River","10/13/2009",2009,4,0,"Optioservus",1
"5472",14314,"Natchaug River","10/2/2009",2009,4,0,"Optioservus",32
"5473",15176,"Natchaug River","10/2/2009",2009,4,0,"Optioservus",22
"5474",14584,"Roaring Brook","10/21/2009",2009,4,0,"Optioservus",6
"5475",14441,"Salmon River","10/22/2009",2009,4,0,"Optioservus",12
"5476",16143,"Little River","10/5/2009",2009,4,0,"Optioservus",11
"5477",14720,"Green Fall River","9/29/2009",2009,4,0,"Optioservus",6
"5478",15312,"Beaver Brook","9/30/2009",2009,4,0,"Optioservus",11
"5479",16139,"Brown Brook","10/12/2010",2010,4,0,"Optioservus",9
"5480",15312,"Beaver Brook","10/4/2010",2010,4,0,"Optioservus",5
"5481",15020,"Eightmile River","10/4/2010",2010,4,0,"Optioservus",6
"5482",14441,"Salmon River","10/4/2010",2010,4,0,"Optioservus",3
"5483",16143,"Little River","10/7/2010",2010,4,0,"Optioservus",16
"5484",14720,"Green Fall River","9/15/2010",2010,4,0,"Optioservus",1
"5485",16112,"Hemlock Valley Brook","9/15/2010",2010,4,0,"Optioservus",3
"5486",15796,"PENDLETON HILL BROOK","9/15/2010",2010,4,0,"Optioservus",2
"5487",14314,"Natchaug River","9/16/2010",2010,4,0,"Optioservus",16
"5488",15176,"Natchaug River","9/16/2010",2010,4,0,"Optioservus",17
"5489",14470,"Tankerhoosen River","9/23/2010",2010,4,0,"Optioservus",9
"5490",14442,"Sandy Brook","9/29/2010",2010,4,0,"Optioservus",4
"5491",15315,"Burnham Brook","10/11/2011",2011,4,0,"Optioservus",1
"5492",14720,"Green Fall River","10/11/2011",2011,4,0,"Optioservus",3
"5493",16112,"Hemlock Valley Brook","10/11/2011",2011,4,0,"Optioservus",3
"5494",15312,"Beaver Brook","10/12/2011",2011,4,0,"Optioservus",8
"5495",16119,"Day Pond Brook","10/12/2011",2011,4,0,"Optioservus",1
"5496",14441,"Salmon River","10/12/2011",2011,4,0,"Optioservus",11
"5497",14470,"Tankerhoosen River","10/12/2011",2011,4,0,"Optioservus",8
"5498",16143,"Little River","10/18/2011",2011,4,0,"Optioservus",2
"5499",16139,"Brown Brook","10/21/2011",2011,4,0,"Optioservus",1
"5500",16124,"Flat Brook","10/21/2011",2011,4,0,"Optioservus",4
"5501",14247,"Hollenbeck River","10/21/2011",2011,4,0,"Optioservus",67
"5502",14442,"Sandy Brook","11/10/2011",2011,4,0,"Optioservus",6
"5503",16143,"Little River","10/1/2012",2012,4,0,"Optioservus",23
"5504",14842,"Indian Meadow Brook","10/10/2012",2012,4,0,"Optioservus",3
"5505",16114,"Rugg Brook","10/10/2012",2012,4,0,"Optioservus",3
"5506",16124,"Flat Brook","10/11/2012",2012,4,0,"Optioservus",2
"5507",14584,"Roaring Brook","10/12/2012",2012,4,0,"Optioservus",14
"5508",15312,"Beaver Brook","10/15/2012",2012,4,0,"Optioservus",19
"5509",15020,"Eightmile River","10/15/2012",2012,4,0,"Optioservus",42
"5510",14470,"Tankerhoosen River","10/15/2012",2012,4,0,"Optioservus",27
"5511",14484,"West Branch Salmon Brook","10/16/2012",2012,4,0,"Optioservus",2
"5512",14442,"Sandy Brook","10/3/2012",2012,4,0,"Optioservus",3
"5513",14441,"Salmon River","9/18/2012",2012,4,0,"Optioservus",3
"5514",14720,"Green Fall River","9/19/2012",2012,4,0,"Optioservus",8
"5515",15796,"PENDLETON HILL BROOK","9/19/2012",2012,4,0,"Optioservus",1
"5516",16112,"Hemlock Valley Brook","9/21/2012",2012,4,0,"Optioservus",7
"5517",15176,"Natchaug River","9/26/2012",2012,4,0,"Optioservus",14
"5518",14720,"Green Fall River","10/1/2013",2013,4,0,"Optioservus",6
"5519",15240,"Hubbard Brook","10/15/2013",2013,4,0,"Optioservus",3
"5520",14442,"Sandy Brook","10/15/2013",2013,4,0,"Optioservus",13
"5521",15499,"West Branch Salmon Brook","10/15/2013",2013,4,0,"Optioservus",4
"5522",14221,"Hammonasset River","10/16/2013",2013,4,0,"Optioservus",3
"5523",16143,"Little River","10/17/2013",2013,4,0,"Optioservus",33
"5524",14470,"Tankerhoosen River","10/3/2013",2013,4,0,"Optioservus",8
"5525",16139,"Brown Brook","10/8/2013",2013,4,0,"Optioservus",17
"5526",16124,"Flat Brook","10/8/2013",2013,4,0,"Optioservus",1
"5527",14247,"Hollenbeck River","10/8/2013",2013,4,0,"Optioservus",46
"5528",15312,"Beaver Brook","9/19/2013",2013,4,0,"Optioservus",11
"5529",14441,"Salmon River","9/19/2013",2013,4,0,"Optioservus",8
"5530",15312,"Beaver Brook","10/2/2014",2014,4,0,"Optioservus",13
"5531",15020,"Eightmile River","10/2/2014",2014,4,0,"Optioservus",24
"5532",16112,"Hemlock Valley Brook","10/2/2014",2014,4,0,"Optioservus",1
"5533",15240,"Hubbard Brook","10/21/2014",2014,4,0,"Optioservus",1
"5534",14314,"Natchaug River","10/6/2014",2014,4,0,"Optioservus",55
"5535",15176,"Natchaug River","10/6/2014",2014,4,0,"Optioservus",9
"5536",14470,"Tankerhoosen River","9/15/2014",2014,4,0,"Optioservus",28
"5537",14720,"Green Fall River","9/16/2014",2014,4,0,"Optioservus",11
"5538",14584,"Roaring Brook","9/16/2014",2014,4,0,"Optioservus",16
"5539",16114,"Rugg Brook","9/24/2014",2014,4,0,"Optioservus",2
"5540",14442,"Sandy Brook","9/24/2014",2014,4,0,"Optioservus",7
"5541",16139,"Brown Brook","9/29/2014",2014,4,0,"Optioservus",5
"5542",16124,"Flat Brook","9/29/2014",2014,4,0,"Optioservus",1
"5543",16143,"Little River","9/29/2014",2014,4,0,"Optioservus",38
"5544",14441,"Salmon River","9/30/2014",2014,4,0,"Optioservus",9
"5545",15312,"Beaver Brook","10/1/2015",2015,4,0,"Optioservus",28
"5546",16112,"Hemlock Valley Brook","10/1/2015",2015,4,0,"Optioservus",10
"5547",14470,"Tankerhoosen River","10/1/2015",2015,4,0,"Optioservus",30
"5548",14720,"Green Fall River","10/5/2015",2015,4,0,"Optioservus",23
"5549",14442,"Sandy Brook","9/14/2015",2015,4,0,"Optioservus",21
"5550",14441,"Salmon River","9/15/2015",2015,4,0,"Optioservus",16
"5551",15499,"West Branch Salmon Brook","9/15/2015",2015,4,0,"Optioservus",13
"5552",15176,"Natchaug River","9/16/2015",2015,4,0,"Optioservus",23
"5553",15240,"Hubbard Brook","9/23/2015",2015,4,0,"Optioservus",2
"5554",14842,"Indian Meadow Brook","9/23/2015",2015,4,0,"Optioservus",1
"5555",16114,"Rugg Brook","9/23/2015",2015,4,0,"Optioservus",1
"5556",16139,"Brown Brook","9/25/2015",2015,4,0,"Optioservus",10
"5557",16124,"Flat Brook","9/25/2015",2015,4,0,"Optioservus",3
"5558",15240,"Hubbard Brook","10/12/2016",2016,4,0,"Optioservus",2
"5559",14442,"Sandy Brook","10/12/2016",2016,4,0,"Optioservus",22
"5560",15499,"West Branch Salmon Brook","10/12/2016",2016,4,0,"Optioservus",1
"5561",15315,"Burnham Brook","10/24/2016",2016,4,0,"Optioservus",3
"5562",15312,"Beaver Brook","10/25/2016",2016,4,0,"Optioservus",12
"5563",14221,"Hammonasset River","10/25/2016",2016,4,0,"Optioservus",3
"5564",16139,"Brown Brook","10/28/2016",2016,4,0,"Optioservus",12
"5565",16124,"Flat Brook","10/28/2016",2016,4,0,"Optioservus",4
"5566",14247,"Hollenbeck River","10/28/2016",2016,4,0,"Optioservus",8
"5567",14720,"Green Fall River","9/20/2016",2016,4,0,"Optioservus",7
"5568",14470,"Tankerhoosen River","9/20/2016",2016,4,0,"Optioservus",15
"5569",14441,"Salmon River","9/30/2016",2016,4,0,"Optioservus",6
"5570",14720,"Green Fall River","10/10/2017",2017,4,0,"Optioservus",6
"5571",16139,"Brown Brook","10/16/2017",2017,4,0,"Optioservus",7
"5572",15020,"Eightmile River","10/16/2017",2017,4,0,"Optioservus",9
"5573",16124,"Flat Brook","10/16/2017",2017,4,0,"Optioservus",5
"5574",14314,"Natchaug River","10/16/2017",2017,4,0,"Optioservus",7
"5575",14484,"West Branch Salmon Brook","10/17/2017",2017,4,0,"Optioservus",7
"5576",15499,"West Branch Salmon Brook","10/17/2017",2017,4,0,"Optioservus",18
"5577",14441,"Salmon River","10/19/2017",2017,4,0,"Optioservus",7
"5578",14584,"Roaring Brook","10/3/2017",2017,4,0,"Optioservus",7
"5579",14470,"Tankerhoosen River","10/3/2017",2017,4,0,"Optioservus",9
"5580",15240,"Hubbard Brook","10/6/2017",2017,4,0,"Optioservus",7
"5581",14442,"Sandy Brook","10/6/2017",2017,4,0,"Optioservus",14
"5582",14247,"Hollenbeck River","9/21/2006",2006,0,0,"Orconectes",1
"5583",15020,"Eightmile River","9/24/2008",2008,0,0,"Orconectes",1
"5584",14247,"Hollenbeck River","9/25/2008",2008,0,0,"Orconectes",1
"5585",14247,"Hollenbeck River","10/21/2011",2011,0,0,"Orconectes",1
"5586",14247,"Hollenbeck River","10/8/2013",2013,0,0,"Orconectes",1
"5587",14470,"Tankerhoosen River","10/12/2011",2011,0,0,"Oribatei",1
"5588",14470,"Tankerhoosen River","10/3/2013",2013,0,0,"Oribatei",1
"5589",14441,"Salmon River","10/10/1997",1997,4,0,"Orthocladius",2
"5590",14314,"Natchaug River","10/26/1999",1999,4,0,"Orthocladius",1
"5591",14584,"Roaring Brook","10/23/2002",2002,4,0,"Orthocladius",1
"5592",14720,"Green Fall River","10/7/2003",2003,4,0,"Orthocladius",1
"5593",14314,"Natchaug River","10/8/2003",2003,4,0,"Orthocladius",1
"5594",14441,"Salmon River","10/25/2004",2004,4,0,"Orthocladius",1
"5595",15020,"Eightmile River","10/28/2004",2004,4,0,"Orthocladius",1
"5596",14247,"Hollenbeck River","9/21/2006",2006,4,0,"Orthocladius",1
"5597",14442,"Sandy Brook","9/21/2006",2006,4,0,"Orthocladius",1
"5598",14442,"Sandy Brook","10/9/2007",2007,4,0,"Orthocladius",1
"5599",16119,"Day Pond Brook","9/19/2007",2007,4,0,"Orthocladius",1
"5600",14442,"Sandy Brook","9/17/2008",2008,4,0,"Orthocladius",1
"5601",14314,"Natchaug River","9/22/2008",2008,4,0,"Orthocladius",1
"5602",14441,"Salmon River","9/23/2008",2008,4,0,"Orthocladius",4
"5603",16139,"Brown Brook","9/25/2008",2008,4,0,"Orthocladius",1
"5604",14247,"Hollenbeck River","9/25/2008",2008,4,0,"Orthocladius",3
"5605",16139,"Brown Brook","10/13/2009",2009,4,0,"Orthocladius",1
"5606",14221,"Hammonasset River","10/13/2009",2009,4,0,"Orthocladius",1
"5607",15020,"Eightmile River","10/4/2010",2010,4,0,"Orthocladius",1
"5608",14720,"Green Fall River","9/15/2010",2010,4,0,"Orthocladius",2
"5609",14314,"Natchaug River","9/16/2010",2010,4,0,"Orthocladius",1
"5610",16112,"Hemlock Valley Brook","10/11/2011",2011,4,0,"Orthocladius",1
"5611",15312,"Beaver Brook","10/12/2011",2011,4,0,"Orthocladius",5
"5612",14441,"Salmon River","10/12/2011",2011,4,0,"Orthocladius",17
"5613",14221,"Hammonasset River","10/13/2011",2011,4,0,"Orthocladius",1
"5614",16143,"Little River","10/18/2011",2011,4,0,"Orthocladius",7
"5615",16139,"Brown Brook","10/21/2011",2011,4,0,"Orthocladius",14
"5616",14247,"Hollenbeck River","10/21/2011",2011,4,0,"Orthocladius",19
"5617",15240,"Hubbard Brook","11/10/2011",2011,4,0,"Orthocladius",2
"5618",14442,"Sandy Brook","11/10/2011",2011,4,0,"Orthocladius",10
"5619",14484,"West Branch Salmon Brook","11/10/2011",2011,4,0,"Orthocladius",38
"5620",14842,"Indian Meadow Brook","10/10/2012",2012,4,0,"Orthocladius",6
"5621",16139,"Brown Brook","10/11/2012",2012,4,0,"Orthocladius",2
"5622",16127,"Jakes Brook","10/11/2012",2012,4,0,"Orthocladius",1
"5623",14584,"Roaring Brook","10/12/2012",2012,4,0,"Orthocladius",1
"5624",15312,"Beaver Brook","10/15/2012",2012,4,0,"Orthocladius",14
"5625",15020,"Eightmile River","10/15/2012",2012,4,0,"Orthocladius",1
"5626",14470,"Tankerhoosen River","10/15/2012",2012,4,0,"Orthocladius",1
"5627",14484,"West Branch Salmon Brook","10/16/2012",2012,4,0,"Orthocladius",3
"5628",15499,"West Branch Salmon Brook","10/16/2012",2012,4,0,"Orthocladius",8
"5629",14442,"Sandy Brook","10/3/2012",2012,4,0,"Orthocladius",2
"5630",16119,"Day Pond Brook","9/18/2012",2012,4,0,"Orthocladius",1
"5631",14720,"Green Fall River","9/19/2012",2012,4,0,"Orthocladius",2
"5632",16143,"Little River","10/17/2013",2013,4,0,"Orthocladius",1
"5633",16139,"Brown Brook","10/8/2013",2013,4,0,"Orthocladius",1
"5634",16124,"Flat Brook","10/8/2013",2013,4,0,"Orthocladius",1
"5635",14247,"Hollenbeck River","10/8/2013",2013,4,0,"Orthocladius",7
"5636",15312,"Beaver Brook","9/19/2013",2013,4,0,"Orthocladius",3
"5637",16112,"Hemlock Valley Brook","9/19/2013",2013,4,0,"Orthocladius",1
"5638",15312,"Beaver Brook","10/2/2014",2014,4,0,"Orthocladius",1
"5639",15020,"Eightmile River","10/2/2014",2014,4,0,"Orthocladius",1
"5640",14314,"Natchaug River","10/6/2014",2014,4,0,"Orthocladius",2
"5641",14584,"Roaring Brook","9/16/2014",2014,4,0,"Orthocladius",3
"5642",16139,"Brown Brook","9/29/2014",2014,4,0,"Orthocladius",2
"5643",16119,"Day Pond Brook","9/30/2014",2014,4,0,"Orthocladius",1
"5644",16119,"Day Pond Brook","9/15/2015",2015,4,0,"Orthocladius",1
"5645",14441,"Salmon River","9/15/2015",2015,4,0,"Orthocladius",1
"5646",15240,"Hubbard Brook","10/12/2016",2016,4,0,"Orthocladius",15
"5647",14442,"Sandy Brook","10/12/2016",2016,4,0,"Orthocladius",3
"5648",15499,"West Branch Salmon Brook","10/12/2016",2016,4,0,"Orthocladius",1
"5649",16139,"Brown Brook","10/28/2016",2016,4,0,"Orthocladius",2
"5650",14247,"Hollenbeck River","10/28/2016",2016,4,0,"Orthocladius",6
"5651",14720,"Green Fall River","9/20/2016",2016,4,0,"Orthocladius",1
"5652",14441,"Salmon River","9/30/2016",2016,4,0,"Orthocladius",1
"5653",16139,"Brown Brook","10/16/2017",2017,4,0,"Orthocladius",1
"5654",15499,"West Branch Salmon Brook","10/17/2017",2017,4,0,"Orthocladius",1
"5655",15240,"Hubbard Brook","10/6/2017",2017,4,0,"Orthocladius",1
"5656",14314,"Natchaug River","10/22/1991",1991,3,0,"Oulimnius",3
"5657",14441,"Salmon River","10/23/1991",1991,3,0,"Oulimnius",1
"5658",14314,"Natchaug River","10/11/1994",1994,3,0,"Oulimnius",2
"5659",14314,"Natchaug River","10/12/1995",1995,3,0,"Oulimnius",3
"5660",14441,"Salmon River","11/18/1996",1996,3,0,"Oulimnius",1
"5661",14247,"Hollenbeck River","11/6/1996",1996,3,0,"Oulimnius",1
"5662",14314,"Natchaug River","10/10/1997",1997,3,0,"Oulimnius",2
"5663",14441,"Salmon River","10/10/1997",1997,3,0,"Oulimnius",1
"5664",14441,"Salmon River","10/27/1998",1998,3,0,"Oulimnius",3
"5665",14442,"Sandy Brook","10/5/2000",2000,3,0,"Oulimnius",1
"5666",14720,"Green Fall River","10/30/2001",2001,3,0,"Oulimnius",2
"5667",14720,"Green Fall River","10/24/2002",2002,3,0,"Oulimnius",2
"5668",14842,"Indian Meadow Brook","10/8/2002",2002,3,0,"Oulimnius",6
"5669",14720,"Green Fall River","10/7/2003",2003,3,0,"Oulimnius",3
"5670",14314,"Natchaug River","10/8/2003",2003,3,0,"Oulimnius",1
"5671",14470,"Tankerhoosen River","11/13/2003",2003,3,0,"Oulimnius",1
"5672",14441,"Salmon River","10/25/2004",2004,3,0,"Oulimnius",3
"5673",15020,"Eightmile River","10/28/2004",2004,3,0,"Oulimnius",1
"5674",14720,"Green Fall River","10/31/2005",2005,3,0,"Oulimnius",2
"5675",14720,"Green Fall River","9/18/2006",2006,3,0,"Oulimnius",3
"5676",14221,"Hammonasset River","10/2/2007",2007,3,0,"Oulimnius",1
"5677",16139,"Brown Brook","10/9/2007",2007,3,0,"Oulimnius",2
"5678",14442,"Sandy Brook","10/9/2007",2007,3,0,"Oulimnius",3
"5679",16112,"Hemlock Valley Brook","9/18/2007",2007,3,0,"Oulimnius",2
"5680",16119,"Day Pond Brook","9/19/2007",2007,3,0,"Oulimnius",2
"5681",16124,"Flat Brook","9/21/2007",2007,3,0,"Oulimnius",3
"5682",14720,"Green Fall River","9/21/2007",2007,3,0,"Oulimnius",2
"5683",15176,"Natchaug River","9/21/2007",2007,3,0,"Oulimnius",2
"5684",16114,"Rugg Brook","9/21/2007",2007,3,0,"Oulimnius",5
"5685",15312,"Beaver Brook","9/24/2007",2007,3,0,"Oulimnius",2
"5686",16127,"Jakes Brook","9/24/2007",2007,3,0,"Oulimnius",1
"5687",15796,"PENDLETON HILL BROOK","9/25/2007",2007,3,0,"Oulimnius",1
"5688",16143,"Little River","10/2/2008",2008,3,0,"Oulimnius",4
"5689",14470,"Tankerhoosen River","10/6/2008",2008,3,0,"Oulimnius",15
"5690",14720,"Green Fall River","9/15/2008",2008,3,0,"Oulimnius",5
"5691",14842,"Indian Meadow Brook","9/17/2008",2008,3,0,"Oulimnius",5
"5692",14442,"Sandy Brook","9/17/2008",2008,3,0,"Oulimnius",1
"5693",14314,"Natchaug River","9/22/2008",2008,3,0,"Oulimnius",6
"5694",15176,"Natchaug River","9/22/2008",2008,3,0,"Oulimnius",5
"5695",14484,"West Branch Salmon Brook","9/22/2008",2008,3,0,"Oulimnius",2
"5696",14441,"Salmon River","9/23/2008",2008,3,0,"Oulimnius",11
"5697",15312,"Beaver Brook","9/24/2008",2008,3,0,"Oulimnius",9
"5698",15020,"Eightmile River","9/24/2008",2008,3,0,"Oulimnius",3
"5699",16139,"Brown Brook","9/25/2008",2008,3,0,"Oulimnius",8
"5700",14247,"Hollenbeck River","9/25/2008",2008,3,0,"Oulimnius",3
"5701",14442,"Sandy Brook","10/1/2009",2009,3,0,"Oulimnius",3
"5702",16139,"Brown Brook","10/13/2009",2009,3,0,"Oulimnius",12
"5703",14221,"Hammonasset River","10/13/2009",2009,3,0,"Oulimnius",4
"5704",14314,"Natchaug River","10/2/2009",2009,3,0,"Oulimnius",2
"5705",15176,"Natchaug River","10/2/2009",2009,3,0,"Oulimnius",1
"5706",14584,"Roaring Brook","10/21/2009",2009,3,0,"Oulimnius",3
"5707",14441,"Salmon River","10/22/2009",2009,3,0,"Oulimnius",10
"5708",16143,"Little River","10/5/2009",2009,3,0,"Oulimnius",7
"5709",14720,"Green Fall River","9/29/2009",2009,3,0,"Oulimnius",1
"5710",15312,"Beaver Brook","9/30/2009",2009,3,0,"Oulimnius",3
"5711",16139,"Brown Brook","10/12/2010",2010,3,0,"Oulimnius",14
"5712",15312,"Beaver Brook","10/4/2010",2010,3,0,"Oulimnius",8
"5713",15020,"Eightmile River","10/4/2010",2010,3,0,"Oulimnius",13
"5714",14441,"Salmon River","10/4/2010",2010,3,0,"Oulimnius",2
"5715",16143,"Little River","10/7/2010",2010,3,0,"Oulimnius",19
"5716",14720,"Green Fall River","9/15/2010",2010,3,0,"Oulimnius",33
"5717",16112,"Hemlock Valley Brook","9/15/2010",2010,3,0,"Oulimnius",10
"5718",15796,"PENDLETON HILL BROOK","9/15/2010",2010,3,0,"Oulimnius",6
"5719",14314,"Natchaug River","9/16/2010",2010,3,0,"Oulimnius",13
"5720",15176,"Natchaug River","9/16/2010",2010,3,0,"Oulimnius",9
"5721",14470,"Tankerhoosen River","9/23/2010",2010,3,0,"Oulimnius",11
"5722",14442,"Sandy Brook","9/29/2010",2010,3,0,"Oulimnius",2
"5723",15315,"Burnham Brook","10/11/2011",2011,3,0,"Oulimnius",5
"5724",14720,"Green Fall River","10/11/2011",2011,3,0,"Oulimnius",7
"5725",16112,"Hemlock Valley Brook","10/11/2011",2011,3,0,"Oulimnius",8
"5726",15796,"PENDLETON HILL BROOK","10/11/2011",2011,3,0,"Oulimnius",1
"5727",15312,"Beaver Brook","10/12/2011",2011,3,0,"Oulimnius",9
"5728",16119,"Day Pond Brook","10/12/2011",2011,3,0,"Oulimnius",9
"5729",14441,"Salmon River","10/12/2011",2011,3,0,"Oulimnius",3
"5730",14470,"Tankerhoosen River","10/12/2011",2011,3,0,"Oulimnius",8
"5731",14221,"Hammonasset River","10/13/2011",2011,3,0,"Oulimnius",18
"5732",16143,"Little River","10/18/2011",2011,3,0,"Oulimnius",7
"5733",16139,"Brown Brook","10/21/2011",2011,3,0,"Oulimnius",5
"5734",16124,"Flat Brook","10/21/2011",2011,3,0,"Oulimnius",5
"5735",14247,"Hollenbeck River","10/21/2011",2011,3,0,"Oulimnius",2
"5736",15240,"Hubbard Brook","11/10/2011",2011,3,0,"Oulimnius",1
"5737",16114,"Rugg Brook","11/10/2011",2011,3,0,"Oulimnius",11
"5738",14442,"Sandy Brook","11/10/2011",2011,3,0,"Oulimnius",2
"5739",14484,"West Branch Salmon Brook","11/10/2011",2011,3,0,"Oulimnius",4
"5740",16143,"Little River","10/1/2012",2012,3,0,"Oulimnius",13
"5741",14842,"Indian Meadow Brook","10/10/2012",2012,3,0,"Oulimnius",17
"5742",16114,"Rugg Brook","10/10/2012",2012,3,0,"Oulimnius",26
"5743",16139,"Brown Brook","10/11/2012",2012,3,0,"Oulimnius",13
"5744",16124,"Flat Brook","10/11/2012",2012,3,0,"Oulimnius",12
"5745",16127,"Jakes Brook","10/11/2012",2012,3,0,"Oulimnius",4
"5746",14584,"Roaring Brook","10/12/2012",2012,3,0,"Oulimnius",4
"5747",15312,"Beaver Brook","10/15/2012",2012,3,0,"Oulimnius",9
"5748",15020,"Eightmile River","10/15/2012",2012,3,0,"Oulimnius",5
"5749",14470,"Tankerhoosen River","10/15/2012",2012,3,0,"Oulimnius",18
"5750",14484,"West Branch Salmon Brook","10/16/2012",2012,3,0,"Oulimnius",4
"5751",15499,"West Branch Salmon Brook","10/16/2012",2012,3,0,"Oulimnius",3
"5752",15315,"Burnham Brook","10/5/2012",2012,3,0,"Oulimnius",12
"5753",16119,"Day Pond Brook","9/18/2012",2012,3,0,"Oulimnius",5
"5754",14441,"Salmon River","9/18/2012",2012,3,0,"Oulimnius",7
"5755",14720,"Green Fall River","9/19/2012",2012,3,0,"Oulimnius",31
"5756",15796,"PENDLETON HILL BROOK","9/19/2012",2012,3,0,"Oulimnius",5
"5757",16112,"Hemlock Valley Brook","9/21/2012",2012,3,0,"Oulimnius",15
"5758",15176,"Natchaug River","9/26/2012",2012,3,0,"Oulimnius",10
"5759",14720,"Green Fall River","10/1/2013",2013,3,0,"Oulimnius",11
"5760",15796,"PENDLETON HILL BROOK","10/1/2013",2013,3,0,"Oulimnius",11
"5761",15240,"Hubbard Brook","10/15/2013",2013,3,0,"Oulimnius",4
"5762",15499,"West Branch Salmon Brook","10/15/2013",2013,3,0,"Oulimnius",1
"5763",14221,"Hammonasset River","10/16/2013",2013,3,0,"Oulimnius",6
"5764",16143,"Little River","10/17/2013",2013,3,0,"Oulimnius",12
"5765",14470,"Tankerhoosen River","10/3/2013",2013,3,0,"Oulimnius",19
"5766",16139,"Brown Brook","10/8/2013",2013,3,0,"Oulimnius",11
"5767",16124,"Flat Brook","10/8/2013",2013,3,0,"Oulimnius",17
"5768",14247,"Hollenbeck River","10/8/2013",2013,3,0,"Oulimnius",2
"5769",16114,"Rugg Brook","10/8/2013",2013,3,0,"Oulimnius",16
"5770",15312,"Beaver Brook","9/19/2013",2013,3,0,"Oulimnius",1
"5771",15315,"Burnham Brook","9/19/2013",2013,3,0,"Oulimnius",4
"5772",16119,"Day Pond Brook","9/19/2013",2013,3,0,"Oulimnius",4
"5773",16112,"Hemlock Valley Brook","9/19/2013",2013,3,0,"Oulimnius",12
"5774",14441,"Salmon River","9/19/2013",2013,3,0,"Oulimnius",1
"5775",15020,"Eightmile River","10/2/2014",2014,3,0,"Oulimnius",2
"5776",16112,"Hemlock Valley Brook","10/2/2014",2014,3,0,"Oulimnius",2
"5777",15240,"Hubbard Brook","10/21/2014",2014,3,0,"Oulimnius",3
"5778",14314,"Natchaug River","10/6/2014",2014,3,0,"Oulimnius",13
"5779",15176,"Natchaug River","10/6/2014",2014,3,0,"Oulimnius",7
"5780",14470,"Tankerhoosen River","9/15/2014",2014,3,0,"Oulimnius",21
"5781",14720,"Green Fall River","9/16/2014",2014,3,0,"Oulimnius",8
"5782",15796,"PENDLETON HILL BROOK","9/16/2014",2014,3,0,"Oulimnius",8
"5783",14584,"Roaring Brook","9/16/2014",2014,3,0,"Oulimnius",5
"5784",14842,"Indian Meadow Brook","9/24/2014",2014,3,0,"Oulimnius",3
"5785",16114,"Rugg Brook","9/24/2014",2014,3,0,"Oulimnius",12
"5786",14442,"Sandy Brook","9/24/2014",2014,3,0,"Oulimnius",2
"5787",16139,"Brown Brook","9/29/2014",2014,3,0,"Oulimnius",18
"5788",16124,"Flat Brook","9/29/2014",2014,3,0,"Oulimnius",20
"5789",16127,"Jakes Brook","9/29/2014",2014,3,0,"Oulimnius",4
