DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG,SensitiveEPT,BCG_Attribute,Tol,TolSource,common_name,Notes,AddedBy,AddedDate,UpdatedSynonym,CTTempOptimaAvg,RegionalTempOptimaAvg,RegionalTempOptimaClass
1050,Drunella tuberculata,Na,Arthropoda,Na,Na,Na,Insecta,Na,Na,Na,Ephemeroptera,Na,Na,Na,Ephemerellidae,Na,Na,Na,Drunella,tuberculata,,SCR,1,2,,,,Added by WAA 2015,M.Becker,16-Nov-16,,,,
870,Drunella walkeri,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Drunella,walkeri,Ephemerella walkeri,SCR,1,2,0,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,,,
936,Drunella cornuta,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Drunella,cornuta,Ephemerella cornuta,SCR,1,2,0,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,,6.333333333,Cool
456,Ephemerella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,,C-G,1,3,1,Inferred from Hilsenhoff 1988,,,G.Hoffman,01-Dec-02,,4.333333333,3,Cold
458,Ephemerella subvaria,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,subvaria,,C-G,1,3,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4.333333333,3,Cold
902,Ephemerella needhami,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,needhami,,C-G,1,3,2,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4.333333333,3,Cold
901,Ephemerella invaria,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,invaria,,C-G,1,3,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,4.333333333,3,Cold
900,Ephemerella dorothea,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,dorothea,,C-G,1,3,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4.333333333,3,Cold
217,Ephemerella aurivillii,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,,,1,3,,,,DELETE after method compare excerise,,13-Feb-09,,4.333333333,3,Cold
460,Eurylophella temporalis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,temporalis,Ephemerella temporalis,C-G,1,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
459,Eurylophella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,,Ephemerella ,C-G,1,4,4,CT DEP new,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
44,Eurylophella verisimilis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,versimilis,Ephemerella verisimilis,C-G,1,4,2,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
42,Eurylophella lutulenta,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,lutulenta,Ephemerella lutulenta,C-G,1,4,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
41,Eurylophella aestiva,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,aestiva,Ephemerella aestiva,C-G,1,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
376,Eurylophella funeralis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,funeralis,Ephemerella funeralis,C-G,1,4,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
43,Eurylophella minimella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,minimella,Ephemerella minimella,C-G,1,4,2,CT DEP new,,,G.Hoffman,01-Dec-02,1,3,3.666666667,Cool
453,Ephemerellidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Na,,,C-G,1,3,1,Hilsenhoff 1988,,,G.Hoffman,03-Dec-03,,,,
32,Ephemerella/Serratella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Na,,,C-G,1,3,-99,,,added for screening method data entry,G.Hoffman,07-Dec-07,,,,
903,Penelomax septentrionalis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Penelomax,septentrionalis,,C-G,1,3,2,CT DEP new,,,G.Hoffman,24-Apr-07,1,,,
1178,Serratella serrata,Ecdysozoa,Arthropoda,Hexapoda,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,serrata,,C-G,1,3,2,,,,C.Bellucci,25-Oct-18,,,6.333333333,Cool
306,Serratella serratoides,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,serratoides,Ephemerella ,C-G,1,3,2,Inferred from Hilsenhoff 1987,,,M.Beauchene,30-Aug-07,1,,6.333333333,Cool
461,Serratella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,,Ephemerella ,C-G,1,3,2,Inferred from Hilsenhoff 1987,,,M.Beauchene,13-Dec-04,1,,6.333333333,Cool
142,Serratella frisoni,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,frisoni,,C-G,1,3,2,CT DEP new,,,G.Hoffman,24-Apr-07,,,6.333333333,Cool
462,Teloganopsis deficiens,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Teloganopsis,deficiens,Ephemerella deficiens,C-G,1,3,2,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,4,6.666666667,Warm
404,Ephemera simulans,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Ephemera,simulans,,C-G,1,2,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,5,Cool
449,Ephemera,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Ephemera,,,C-G,1,2,1,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,5,Cool
405,Hexagenia limbata,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Hexagenia,limbata,,C-G,1,,6,Hilsenhoff 1987,,,G.Hoffman,13-Dec-07,,,,
987,Hexagenia,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Palaeoptera,Na,Ephemeroptera ,Furcatergalia,Scapphodonta,Ephemeroidea,Ephemeridae,Na,Na,Na,Hexagenia,Na,,C-G,1,,,,,Added by WAA 2014,C.Bellucci,03-Nov-15,,,,
450,Ephemeridae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Na,,,C-G,1,2,1,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
531,Ephydridae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ephydridae,,,,Na,,,SHR,0,,6,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
737,Erpobdella,,Annelida,,,,Clitellata,,,,Arynchobdellida,,,,Erpobdellidae,,,,Erpobdella,,,PRD,0,5.5,8,CT DEP new,,,M.Beauchene,13-Dec-04,,,5.333333333,Cool
777,Erpobdella punctata punctata,,Annelida,,,,Clitellata,,,,Arynchobdellida,,,,Erpobdellidae,,,,Erpobdella,punctata,,PRD,0,5.5,8,CT DEP new,,,G.Hoffman,01-Dec-02,,,5.333333333,Cool
738,Erpobdellidae,,Annelida,,,,Clitellata,,,,Arynchobdellida,,,,Erpobdellidae,,,,Na,,,PRD,0,5.5,8,CT DEP new,,,M.Beauchene,13-Dec-04,,,,
778,Nephelopsis obscura,,Annelida,,,,Clitellata,,,,Arhynchobdellida,,,,Erpobdellidae,,,,Nephelopsis,obscura,,PRD,0,5.5,8,CT DEP new,,,G.Hoffman,01-Dec-02,,,,
223,Feltria ,,Arthropoda,,,,Arachnida,,,,Trombidoformes,,,,Feltriidae,,,,Feltria,,,,0,,,,,DELETE after method compare excerise,,13-Feb-09,,,,
978,Gammarus minus,Ecdysozoa,Arthropoda,Crustacea,Na,Na,Malacostraca,Eumalacostraca,Na,Peracarida,Amphipoda,Gammaridea,Na,Na,Gammaridae,Na,Na,Na,Gammarus,minus,,C-G,0,5.5,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,6.333333333,8,Warm
435,Gammarus fasciatus,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,fasciatus,,C-G,0,5.5,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,8,Warm
47,Gammarus pseudolimnaeus,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,pseudolimnaeus,,C-G,0,5.5,6,CTDEP,,added by LOTIC ID 2004,,17-Nov-05,,6.333333333,8,Warm
434,Gammarus,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,,,C-G,0,5.5,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,8,Warm
436,Gammarus lacustris,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,lacustris,,C-G,0,5.5,6,,,,G.Hoffman,31-Aug-05,,6.333333333,8,Warm
433,Gammaridae,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Na,,,C-G,0,,6,,,,G.Hoffman,31-Aug-05,,,,
859,Rheumatobates,,Arthropoda,,,,Insecta,,,,Hemiptera,,,,Gerridae,,,,Rheumatobates,,,PRD,0,,4,Rapid Bioassessment Protocols 1989,,from prob mon split sample ARC,M.Beauchene,08-Apr-05,,,,
1164,Trepobates,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,Na,Na,Trepobates,Na,,PRD,,,,,,Added by Rhithron 2016,C.Bellucci,27-Dec-17,,,,
169,Actinobdella,,Annelida,,,,Clitellata,,,,Rhynchobdellida,,,,Glossiphoniidae,Haementeriinae,,,Actinibdella,,,PRD,0,,8,Inferred from Hilsenhoff 1988,,,G.Hoffman,29-Aug-13,,,,
207,Desserobdella phalera,,,,,,Clitellata,,,,Rhynchobdellida,,,,Glossiphoniidae,,,,Desserobdella,phalera,Batracobdella phalera,PRD,0,,8,Rapid Bioassessment Protocols 1989,,,G.Hoffman,22-Aug-11,1,,,
780,Glossiphonia complanata,,Annelida,,,,Hirudinea,,,,Rhynchobdellida,,,,Glossiphoniidae,,,,Glossiphonia,complanata,,PRD,0,5.5,6,CT DEP new,,,G.Hoffman,01-Dec-02,,,7.333333333,Warm
231,Helobdella,,Annelida,,,,Clitellata,,,,Rhynchobdellida,,,,Glossiphoniidae,,,,Helobdella,,,PRD,0,5.5,10,Rapid Bioassessment Protocols 1989,,,G.Hoffman,26-Aug-13,,,7,Warm
781,Helobdella stagnalis,,Annelida,,,,Clitellata,,,,Rhynchobdellida,,,,Glossiphoniidae,,,,Helobdella,stagnalis,,PRD,0,5.5,10,Rapid Bioassessment Protocols 1989,,,G.Hoffman,01-Dec-02,,,7,Warm
779,Glossiphoniidae,,Annelida,,,,Hirudinea,,,,Rhynchobdellida,,,,Glossiphoniidae,,,,Na,,,PRD,0,,8,CT DEP new,,,G.Hoffman,03-Dec-03,,,,
761,Agapetus,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Glossosomatidae,,,,Agapetus,,,SCR,1,3,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,5.333333333,Cool
845,Culoptila,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Glossosomatidae,,,,Culoptila,,,SCR,1,,1,CT DEP new,,,M.Beauchene,13-Dec-04,,,,
762,Glossosoma,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Glossosomatidae,,,,Glossosoma,,,SCR,1,4,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4.333333333,3.666666667,Cool
979,Glossosoma intermedium,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Na,Na,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Glossosomatini,Na,Glossosoma,intermedium,,SCR,1,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,4.333333333,3.666666667,Cool
980,Glossosoma nigrior,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Na,Na,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Glossosomatini,Na,Glossosoma,nigrior,,SCR,1,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,4.333333333,3.666666667,Cool
760,Glossosomatidae,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Glossosomatidae,,,,Na,,,SCR,1,4,0,Hilsenhoff 1988,,,G.Hoffman,01-Dec-02,,,,
846,Protoptila,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Glossosomatidae,,,,Protoptila,,,SCR,1,3,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,8,7,Warm
810,Goera,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Goeridae,,,,Goera,,,SCR,1,2,0,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,4,Cool
981,Goera calcarata,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,Na,Na,Limnephiloidea,Goeridae,Goerinae,Na,Na,Goera,calcarata,,SCR,1,2,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,4,Cool
808,Goeridae,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Goeridae,,,,Na,,,SCR,1,,0,CT DEP new,,,G.Hoffman,01-Dec-02,,,,
7,Arigomphus furcifer,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Arigomphus,furcifer,,PRD,0,,1,,,,G.Hoffman,31-Aug-07,,,,
5,Arigomphus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Arigomphus,,,PRD,0,,1,,,,G.Hoffman,31-Aug-07,,,,
885,Dromogomphus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Dromogomphus,,,PRD,0,3,5,CT DEP new,,,G.Hoffman,01-Dec-02,,,,
886,Dromogomphus spinosus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Dromogomphus,spinosus,,PRD,0,3,5,CTDEP,,added by LOTIC ID 2004,,17-Nov-05,,,,
224,Gomphus,,,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Gomphus,,,PRD,0,,5,Hilsenhoff 1987,,,G.Hoffman,22-Aug-11,,,6.666666667,Warm
905,Gomphus spicatus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Gomphus,spicatus,,PRD,0,,5,,,,G.Hoffman,31-Aug-05,,,6.666666667,Warm
49,Gomphus descriptus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Gomphus,descriptus,,PRD,0,,5,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,6.666666667,Warm
48,Gomphus (Hylogomphus),,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Gomphus,,Hylogomphus,PRD,0,,3,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,6.666666667,Warm
887,Hagenius brevistylus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Hagenius,brevistylus,,PRD,0,2,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,8,Warm
57,Hylogomphus adelphus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Hylogomphus,adelphus,,PRD,0,,3,,,,G.Hoffman,31-Aug-05,,,,
64,Lanthus vernalis,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Lanthus,vernalis,,PRD,0,3,5,CT DEP new,,,G.Hoffman,30-Aug-07,,,2.666666667,Cold
909,Lanthus parvulus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Lanthus,parvulus,,PRD,0,3,5,CT DEP new,,,G.Hoffman,01-Dec-02,,,2.666666667,Cold
888,Lanthus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Lanthus,,,PRD,0,3,5,CT DEP new,,,G.Hoffman,01-Dec-02,,,2.666666667,Cold
884,Gomphidae,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Na,,,PRD,0,3,1,Hilsenhoff 1988,,,G.Hoffman,01-Dec-02,,,,
889,Ophiogomphus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,,,PRD,0,2,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4,5.666666667,Cool
890,Ophiogomphus mainensis,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,mainensis,,PRD,0,2,1,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4,5.666666667,Cool
91,Ophiogomphus carolus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,carolus,,PRD,0,2,1,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Jan-03,,4,5.666666667,Cool
92,Ophiogomphus rupinsulensis,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,rupinsulensis,,PRD,0,2,1,Hilsenhoff 1987,,,G.Hoffman,24-Apr-07,,4,5.666666667,Cool
484,Stylogomphus albistylus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylogomphus,albistylus,Lanthus albistylus,PRD,0,3,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,2.666666667,4.333333333,Cool
1194,Stylogomphus,,Arthropoda,Hexapoda,,,Insecta,,,,Odonata,Anisoptera,,,Gomphidae,,,,Stylogomphus,,,PRD,0,3,0,Hilsenhoff 1987,,"Added by EcoAna 2018 - 2019, Genus already identified at sp. level",M.Becker,08-Feb-21,,2.666666667,4.333333333,Cool
148,Stylurus plagiatus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylurus,plagiatus,Gomphus plagiatus,PRD,0,3,4,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,,
287,Stylurus spiniceps,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylurus,spiniceps,,PRD,0,3,4,Hilsenhoff 1987,,Gomphidae BCG =3,G.Hoffman,18-May-09,,,,
286,Stylurus,,,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylurus,,,PRD,0,3,4,Inferred from Hilsenhoff 1987,,,G.Hoffman,22-Aug-11,,,,
982,Gordius,Ecdysozoa,Nematomorpha,Na,Na,Na,Na,Na,Na,Na,Gordioidea,Na,Na,Na,Gordiidae,Na,Na,Na,Gordius,Na,,,0,,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,2.666666667,Cold
487,Dineutus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Gyrinidae,,,,Dineutus,,,PRD,0,,4,CTDEP,,added by LOTIC ID 2004,,17-Nov-05,,,9.666666667,Warm
488,Gyrinus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Gyrinidae,,,,Gyrinus,,,PRD,0,,4,CT DEP new,,,G.Hoffman,03-Dec-03,,,8.333333333,Warm
226,Gyrinidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Gyrinidae,,,,Na,,,PRD,0,,4,CT DEP new,,,G.Hoffman,30-Jul-12,,,,
489,Haliplus ,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Haliplidae,,,,Haliplus,,,SHR,0,,5,,,add by EcoAnalyst order # 987,G.Hoffman,31-Aug-07,,,7.666666667,Warm
227,Haliplidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Haliplidae,,,,Na,,,,0,,,,,DELETE after method compare excerise,,13-Feb-09,,,,
490,Peltodytes,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Haliplidae,,,,Peltodytes,,,SHR,0,,5,CTDEP,,added by LOTIC ID 2004,,17-Nov-05,,,,
763,Helicopsyche borealis,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Helicopsychidae,,,,Helicopsyche,borealis,,SCR,1,2,3,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,5.333333333,6,Cool
230,Helicopsychidae,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Helicopsychidae,,,,Na,borealis,,SCR,1,2,3,Hilsenhoff 1987,,,G.Hoffman,21-Nov-08,,,,
8,Arthroplea bipunctata,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Arthroplea,bipunctata,,C-F,1,,5,,,,G.Hoffman,31-Aug-05,,,,
18,Cinygmula subaequalis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Cinygmula,subaequalis,,SCR,1,,4,Inferred from Hilsenhoff 1988,,,G.Hoffman,01-Dec-02,,,,
420,Epeorus,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Epeorus,,Iron,SCR,1,2,0,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,2.666666667,3.666666667,Cool
975,Epeorus vitreus group,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Palaeoptera,Na,Ephemeroptera,Pisciforma,Na,Heptagenioidea,Heptageniidae,Na,Na,Na,Epeorus,vitreus,,SCR,1,2,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,2.666666667,3.666666667,Cool
974,Epeorus vitreus,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Palaeoptera,Na,Ephemeroptera,Pisciforma,Na,Heptagenioidea,Heptageniidae,Na,Na,Na,Epeorus,vitreus,,SCR,1,2,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,2.666666667,3.666666667,Cool
421,Heptagenia,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Heptagenia,,,SCR,1,,3,CT DEP new,,,G.Hoffman,01-Dec-02,,,5.333333333,Cool
422,Leucrocuta,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Leucrocuta,,Heptagenia,SCR,1,2,1,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3.333333333,8.666666667,Warm
75,Maccaffertium vicarium,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,vicarium,"Stenonema fuscum, stenonema vicarium",SCR,1,4,2,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
68,Maccaffertium ithaca,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,ithaca,Stenonema ithaca,SCR,1,4,3,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
69,Maccaffertium mediopunctatum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mediopunctatum,Stenonema mediopunctatum,SCR,1,4,3,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
70,Maccaffertium mediopunctatum/ithaca,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mediopunctatum/ithaca,Stenonema mediopunctatum/ithaca,SCR,1,4,3,CT DEP new,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
243,Maccaffertium meririvulanum,,Arthrpoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,meririvulanum,"Stenome meririvulanum, Heptagenia meririvulana",SCR,1,4,4,CT DEP new,,,G.Hoffman,29-Aug-13,1,5.333333333,6.333333333,Cool
71,Maccaffertium mexicanum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mexicanum,"Stenonema mexicanum, Stenonema integrum",SCR,1,4,4,,,,G.Hoffman,31-Aug-05,1,5.333333333,6.333333333,Cool
72,Maccaffertium modestum group,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,modestum,"Stenonema modestum group, Stenonema annexum, Stenonema rubrum",SCR,1,4,4,CT DEP new,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
67,Maccaffertium,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Stenonema,SCR,1,4,3,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
74,Maccaffertium terminatum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,terminatum,"Stenonema terminatum,",SCR,1,4,4,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
994,Maccaffertium modestum,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Palaeoptera,Na,Ephemeroptera,Pisciforma,Na,Heptagenioidea,Heptageniidae,Na,Na,Na,Maccaffertium,modestum,,SCR,1,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,1,5.333333333,6.333333333,Cool
1136,Maccaffertium luteum,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Palaeoptera,Na,Ephemeroptera,Pisciforma,Na,Heptagenioidea,Heptageniidae,Na,Na,Na,Maccaffertium,Luteum,,SCR,1,4,,,,Added by Rhithron 2016,C.Bellucci,27-Dec-17,,5.333333333,6.333333333,Cool
73,Maccaffertium pudicum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,pudicum,Stenonema pudicum,SCR,1,4,2,CT DEP new,,,G.Hoffman,01-Dec-02,1,5.333333333,6.333333333,Cool
419,Heptageniidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Na,,,C-G,1,,4,Hilsenhoff 1988,,,G.Hoffman,03-Dec-03,,,,
423,Nixe,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Nixe,,Heptagenia,SCR,1,,2,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,7.333333333,Warm
424,Rhithrogena,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Rhithrogena,,,C-G,1,2,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,2.666666667,Cold
